time,left_1,left_2,left_3,right_1,right_2,right_3,head_1,head_2
141.41415555555557,1.1712043891458632,-0.9623073447331917,-0.8690161334091853,-0.4123057963889142,-0.9640206722250452,-0.6220696286650677,-0.03282078140525391,0.03565254134712064
262.6262888888889,1.118334212137471,-0.9135862128112003,-0.9393845575546848,0.19781909934768327,-0.7611600911999361,-0.7655075335683977,-0.010974787823859387,0.04882880982856034
333.3333666666667,1.1456799642748643,-0.8993308833291085,-0.9507053191759539,0.45275755374660864,-0.646706348298006,-0.7830228305965179,0.0007205411740986772,0.05360375314502682
414.1414555555556,1.1986696316774972,-0.8920904189317879,-0.9528271396007069,0.658380622578228,-0.5472436760764073,-0.7782076264449611,0.00926373425266084,0.05716878768295529
434.34347777777776,1.2094056987364568,-0.8910597402475653,-0.9525417911950922,0.6956541333951292,-0.5276052066023662,-0.7781178780341164,0.010595716321498303,0.05784209410999344
505.05055555555555,1.2388961515795596,-0.8898893314064817,-0.9489732907132602,0.7815948136226217,-0.4753362389745007,-0.7813146819079053,0.0127256325298997,0.0595121171511784
515.1515666666667,1.2420823074633986,-0.8900315862137805,-0.9481371835254202,0.7882191510987192,-0.4699601230316347,-0.7822171997072394,0.012708379793635812,0.05966351098837009
565.6566222222223,1.2541627145667569,-0.8919033205139386,-0.9427329423185146,0.8001424538927007,-0.45092034118934227,-0.7884016569475989,0.01141639181111174,0.060093551863162606
585.8586444444444,1.2571980369940432,-0.8931935623570452,-0.9400001833774904,0.7950191955365907,-0.44696346745937615,-0.7916556450241304,0.010336925277539955,0.06011300166786882
626.2626888888889,1.260188383995946,-0.8967024142541905,-0.9335557012812784,0.7678139711551667,-0.4453223582970738,-0.799501115772144,0.008006872938324153,0.05989035862834848
646.4647111111111,1.2601434085705625,-0.8989210243082291,-0.9298439781260904,0.745732005129852,-0.44763812286473786,-0.8040925984436259,0.006955041401561255,0.059648265784121926
747.4748222222222,1.2541573019837784,-0.9101918366319592,-0.909496197029986,0.6076063265682878,-0.4810162937290381,-0.8196368701756281,0.002827830470445179,0.05622990272455246
767.6768444444444,1.254219216795188,-0.9112304592907617,-0.9061254592945424,0.5824264019476789,-0.49088605628817167,-0.8177035614949417,0.002228777634761643,0.05492231766272059
808.0808888888889,1.2559469748088647,-0.9118853979230195,-0.9003033622150023,0.5349903264788968,-0.5137655654545419,-0.8082797235145078,0.0012570613139342539,0.0516636773321577
929.2930222222222,1.2739616759767602,-0.9024717603370066,-0.8901920981071572,0.41607229025203496,-0.607523965338476,-0.7355504446207184,0.00015302715576953765,0.036739994685275945
989.8990888888889,1.2901867043195692,-0.8913645614599338,-0.8892736688142961,0.3697702541145643,-0.6685330934969062,-0.6741783123880489,0.0006197621541157433,0.026382537430788947
1000.0001,1.2933586881573709,-0.8890985221971949,-0.8893887492962954,0.3629060154419462,-0.679617110204008,-0.6623287676687114,0.0007635815477475181,0.024468615744695527
