time,left_1,left_2,left_3,right_1,right_2,right_3,head_1,head_2
20.202022222222222,1.3815744840265585,-1.0755475294913697,-0.6275524086373967,-1.350204813704524,-1.107195362145221,-0.3493212768374751,0.0003101730000364851,-0.004999832259685672
40.404044444444445,1.3102952217164903,-1.056980692787902,-0.625949853011465,-1.2774441479662315,-1.0707219822131087,-0.3605330483856389,-0.0006838945137757641,-0.008610453040220241
90.9091,1.104302366886788,-1.013306277712407,-0.66280038530935,-1.0717855652274595,-0.9853298514033265,-0.4536777913774314,-0.0013119184176246395,-0.013666698916106588
121.21213333333333,0.9616474317801443,-0.9889823212498585,-0.7129268793367993,-0.9320999572575397,-0.9380657631029417,-0.5542151382843121,-0.00041526198460934034,-0.013977950847044052
313.13134444444444,-0.10760862937139168,-0.8578992284408603,-1.1708695294791716,0.10229363407381464,-0.7213516138469898,-1.204024129681987,0.02437744032136777,0.006695635793834559
333.3333666666667,-0.2017870114012063,-0.8442343899133784,-1.19349026830035,0.20078298826160487,-0.7096083018350744,-1.1885357631072355,0.025453225140999763,0.006534197943486876
353.53538888888886,-0.2902965586788987,-0.8304524800153001,-1.210040180176922,0.2958890453770093,-0.700139945464483,-1.1545788063895424,0.02524886882818148,0.0056783807413805214
444.4444888888889,-0.6173156763318641,-0.7675912916022317,-1.2328859354314463,0.6891209081711672,-0.6840570737660033,-0.9753326186358889,0.008665250248840874,-0.006765741146111589
484.8485333333333,-0.718067195766386,-0.744227224556245,-1.2402129864430715,0.8615239196481933,-0.6823510911553928,-1.0647205872753729,0.0006785339371930266,-0.009900306512132832
525.2525777777778,-0.7881374271100405,-0.7262675628828785,-1.2485106598719096,1.036078605045032,-0.6805501158659684,-1.275784929742639,-0.0009085826850197507,-0.0017285037817186197
606.0606666666665,-0.8362340255247478,-0.7065614556540076,-1.2680178739812265,1.3916429975981472,-0.676663187250677,-2.062942736160516,0.01511598313885992,0.04853609742339281
646.4647111111111,-0.8142724803768537,-0.7047975251832393,-1.2792273715711855,1.572652704754424,-0.6748268676384748,-2.6390362001111294,0.032727665584952395,0.09062889589809009
666.6667333333334,-0.7918712395983876,-0.7058628643952232,-1.281541366704697,1.6460090643167256,-0.6749041114543969,-2.972711572271853,0.04176300867435357,0.11591541960347412
676.7677444444445,-0.7778277088177139,-0.7068743492232755,-1.2800670506191216,1.6608532084525118,-0.6752866660826907,-3.1360602268340547,0.045020585036237216,0.129618712573175
686.8687555555556,-0.7618889044427457,-0.708205044199368,-1.2768385254319918,1.660592281608131,-0.6758985091912063,-3.261301376645188,0.04743449959950147,0.14402869295421508
717.1717888888888,-0.7027008497520791,-0.7141123900158869,-1.2566276952612767,1.56917907519399,-0.6791097693980841,-3.402731779622441,0.049614272497577785,0.1907447400433832
727.2727999999998,-0.6791809509999356,-0.7167199255841403,-1.2463823336679303,1.5084978644289424,-0.6806387664274868,-3.371777565129477,0.04865353986636441,0.20287359900032828
757.5758333333333,-0.5972496131777415,-0.7264577931771421,-1.2051209942785648,1.2358238062528,-0.6866014883970262,-3.0446218751944385,0.04070937118100784,0.21456636122622624
919.1920111111112,-0.06510080542686697,-0.8082345313162144,-0.8501494947591581,-0.9861903949143851,-0.7410965012293582,0.8649791451270538,-0.11367466260428256,-0.17760512649481036
929.2930222222222,-0.04890197858455922,-0.8130921900621357,-0.8498892219429556,-0.9605088526094208,-0.7444266660653539,0.8065945779127104,-0.11570183178079596,-0.17970428660755372
939.3940333333331,-0.03556652304003401,-0.817856120881234,-0.8544939140793767,-0.9059870757628556,-0.7476992412331057,0.6969686157045127,-0.11324735419722796,-0.17453873054223992
989.8990888888889,-0.011839814784146243,-0.8402698560743886,-0.9504918490508286,-0.20077467340602556,-0.7631982720482136,-0.6197821202442944,-0.033750264878167,-0.03974020754481424
1000.0001,-0.01568458702631632,-0.8444714193325517,-0.9842863309029884,0.026788510690142223,-0.7661253092065047,-1.03685645241562,-0.0044059067341105295,0.009013645588842377
