time,left_1,left_2,left_3,right_1,right_2,right_3,head_1,head_2
60.606066666666656,1.3556299047729232,-1.0643123160181416,-0.6330071933298868,-1.3212067141083133,-0.992057228352345,-0.5953058830508922,0.011687444923079405,0.006465695302659828
131.31314444444445,1.2083789632176611,-1.0162303672726436,-0.6801405001533428,-1.2529518971487512,-0.9485093621423466,-0.6722250051091937,0.01455644740802238,0.004170482116159745
161.61617777777775,1.159483981126107,-1.0022548193434555,-0.6936648478597204,-1.2283989478035973,-0.9431232731795176,-0.6755643102392048,0.013037194407501245,0.002198408862605087
181.8182,1.1316248478281614,-0.9951481212350529,-0.7004558660198899,-1.2135966865955234,-0.9439583079609744,-0.6679151693608871,0.011108083909131112,0.0005542232071218713
262.6262888888889,1.0580079668290414,-0.984161343621016,-0.7099540083677848,-1.1669550719155948,-0.977772381024592,-0.5780573847058545,-0.0037079330704504992,-0.008581008512974154
272.7273,1.0527117386665392,-0.9841679153826975,-0.7096758317127175,-1.1629181803220514,-0.9823241967143664,-0.56772255844521,-0.005813926126886446,-0.009787983434811414
333.3333666666667,1.0345766890436672,-0.985108378995308,-0.7076325085951157,-1.1541886629739526,-1.0004334959307264,-0.5260568187069721,-0.014501028991371663,-0.0149715413628936
363.6364,1.0342792266728944,-0.9861578463289482,-0.7063702492731158,-1.1597829392940788,-1.003572834517436,-0.5183017317257569,-0.01630603047595897,-0.01624013286790098
383.8384222222222,1.0373290897000322,-0.9870720228948323,-0.7054396327757828,-1.167200988320154,-1.003474870974698,-0.5179752970300964,-0.016569161114700404,-0.01659579110863415
393.9394333333333,1.0398284725958968,-0.9875934706808115,-0.7049475914423164,-1.1720165722769893,-1.0027686324231655,-0.5192651666698109,-0.016418665328776085,-0.016626599400219207
404.04044444444446,1.0429774897466255,-0.9881578248021488,-0.7044377280523169,-1.177569862529689,-1.0016242226848575,-0.5215237609678888,-0.016080128805988417,-0.016559393805949923
595.9596555555555,1.1860526129729871,-1.005536562695,-0.6944163229251537,-1.3560153310886671,-0.9451803162820654,-0.6400887291975058,0.010072262545201912,-0.002071596643215149
606.0606666666665,1.192465978026135,-1.0065927460475952,-0.6943532922862842,-1.3585224265200084,-0.9459226332089098,-0.639477087120299,0.01059722520827696,-0.001414690993638804
616.1616777777778,1.198475524147446,-1.0076517679206836,-0.6943661682578763,-1.3596791183653727,-0.9472819885824822,-0.6377597509587156,0.010950329053423332,-0.0008143099569081786
626.2626888888889,1.20408125133692,-1.008713628314267,-0.69445495083993,-1.3594854066247608,-0.9492583824027827,-0.6349367207127553,0.011131574080641037,-0.00027045353302327356
646.4647111111111,1.2140812489203563,-1.0108458646629148,-0.6948602358354218,-1.3550467723856074,-0.955062285383568,-0.6259735779677048,0.010978487681290432,0.00064768547620938
727.2727999999998,1.2379284819806244,-1.0194883508772672,-0.6995176402358481,-1.2832760919899389,-1.0029594351758346,-0.5458932436124316,0.0034917893667412367,0.0020592569993112125
797.9798777777778,1.2407359264273774,-1.0284849158609797,-0.703697847026885,-1.1743350893731028,-1.0724544937673115,-0.4244641734032112,-0.01203283228642324,0.0007776956727106428
858.5859444444445,1.242917264751478,-1.0428670782213154,-0.6838128488390115,-1.1495768732407965,-1.1086893511372105,-0.3632631025059184,-0.02342231242297201,0.00014552130585694222
878.7879666666665,1.244021412032742,-1.0492172299856575,-0.6712732484138249,-1.1586635252307307,-1.1131619800599737,-0.3579262679436243,-0.02528033338080485,0.0001242287803826809
888.8889777777778,1.2446441796433545,-1.0526840741761212,-0.6638950855082508,-1.1664579869820795,-1.1139722338587543,-0.35808226111312785,-0.02584588028078063,0.0001491010670474828
898.989988888889,1.2453140765672874,-1.056345430572114,-0.65577801414069,-1.176419872571016,-1.1138317805491351,-0.36012119458306524,-0.026169118128129304,0.0001976523866469062
919.1920111111112,1.2467952583551147,-1.064251679980686,-0.6373271460196077,-1.2028459152616529,-1.1106987526046952,-0.3698478824242412,-0.026088666664945383,0.0003657921246496178
1000.0001,1.2546051580392408,-1.1036571658361232,-0.5339673350558002,-1.3952470395277132,-1.06013835649092,-0.48407224580629565,-0.016074498707125923,0.0019855123940453255
