participant_id,frame_id,timestamp,action,left_arm_human_theta,right_arm_human_theta,head_human_theta,left_arm_human_phi,right_arm_human_phi,head_human_phi,left_arm_robot,right_arm_robot,head_robot
4,3157,"1,64986432761966E+018",salt_shaker_right,[1.57757759 2.62079138 2.87103961 2.87103984],[1.63449248 2.79447046 2.03568077 2.03568058],[0.21179225 0.13369677],[-1.51956751 -0.69174819 -1.48899539 -1.48899698],[ 1.48206954  2.58405288 -3.00122714 -3.00122715],[2.69720225 2.10443315],"[ 1.43989663  0.78539816  2.62479386  1.22173048  0.68418302  0.75741361
 -0.7124291 ]","[-1.43989663  0.78539816 -1.33488919  1.07648979 -1.69581142  0.52359878
  2.70526034]","[0, 0]"
4,3417,"1,64986432767392E+018",sugar_bowl,[1.59416148 2.78779774 1.63809806 1.63809814],[1.64450124 2.8619987  1.91661349 1.91661353],[0.08924471 0.10719641],[-1.58717351 -2.14488223  2.45080837  2.45080782],[ 1.47282662  2.15783264 -2.78652979 -2.78652971],[2.96998408 1.56434685],"[1.43989663 0.78539816 1.87156485 1.44787354 1.04719755 1.43741202
 0.90387481]","[-1.43989663  0.78539816 -1.89458019  1.42695051 -1.04719755  1.65187306
 -0.34906585]","[0, 0]"
4,3677,"1,64986432772826E+018",mixer,[1.51942777 1.61175867 0.34038425 0.34038404],[1.60341456 1.86442742 0.12077716 0.12077728],[0.14929599 0.11393113],[-1.59086966 -1.9174014   1.63597415  1.63597712],[ 1.44239289  1.69667982 -1.94264223 -1.9426484 ],[2.76882547 1.55419617],"[ 1.43989663  0.78539816  2.61799388 -0.01673842  2.03894908  1.88202637
 -2.8099801 ]","[-1.43989663  0.78539816 -2.71580903 -0.10566129 -2.13519501  1.7198729
 -0.90757121]","[0, 0]"
4,3910,"1,64986432777743E+018",pressure_cooker,[1.42975557 2.1804039  0.9547194  0.95471912],[1.55437729 2.19900263 0.98153795 0.98153846],[0.21428013 0.33149955],[-1.6568819  -2.34449418  2.72557545  2.72557525],[1.47274913 2.029197   2.98863951 2.98863964],[2.60825518 2.77817553],"[1.43989663 0.78539816 2.86540868 1.22173048 1.31710461 1.37464294
 2.91771625]","[-1.43427357  0.78539816 -2.90411629  1.22173048 -1.43427357  1.40079672
 -2.21656815]","[0, 0]"
20,2178,"1,6498646057229E+018",teacup,[1.55251086 2.54648114 2.31448186 2.31448159],[1.61228211 2.90074331 3.09993232 3.09993211],[0.26140069 0.34516544],[-1.55764022 -1.00501853  2.39225584  2.39225648],[1.46760526 1.68856062 1.85773286 1.85774626],[-2.91132194  2.69425873],"[1.44787354 0.78539816 1.57079633 1.42695051 0.87249027 0.61095242
 0.9250245 ]","[-1.43989663  0.76787513 -1.67488839  0.98233616 -0.58166018  1.79833426
  2.32128791]","[0, 0]"
20,2414,"1,64986460641879E+018",teapot,[1.61554852 2.56516663 2.49063676 2.49063655],[1.47254689 1.44750203 1.00203532 1.00203542],[0.2697812  0.26134117],[-1.61798293 -0.6878665   3.10866184  3.10866186],[1.5637088  1.54659561 1.75200729 1.75200671],[-2.9325542   2.95711877],"[ 1.43989663  0.78539816 -1.22504329  0.53249106  1.18110493 -0.10566129
  0.82030475]","[-1.43989663  0.78539816 -1.81088807  1.11833585 -0.12135356  1.16541266
  0.39649138]","[0, 0]"
20,2757,"1,64986460749751E+018",spoon,[1.55742633 1.53576255 0.19932254 0.19932166],[1.55705521 1.75686692 0.05706503 0.05706463],[0.25191407 0.30934355],[-1.55990938 -1.38395897 -3.02158189 -3.0215814 ],[1.45656707 1.28319871 1.91685693 1.91684446],[-2.97992092  2.83879064],"[ 1.43989663  0.93525935 -1.57079633  1.53679641  0.          0.13495353
  0.63187545]","[-1.43989663  0.92479784  1.57079633  1.52110414  0.02510763  0.13495353
 -1.53588974]","[0, 0]"
20,2925,"1,64986460799129E+018",ladle,[1.57876104 2.73085859 1.84189702 1.84189693],[1.57353471 2.79731848 2.09748988 2.09748961],[0.20088573 0.2110084 ],[-1.47362773 -1.36797617  2.48777378  2.48777404],[1.43500734 1.21313494 3.13797839 3.13797823],[-3.020014    2.99086893],"[1.43989663 0.78539816 2.04417984 1.32233537 1.04719755 1.15495115
 0.4712389 ]","[-1.43989663  0.72079831 -2.04104138  1.22173048 -0.08473826  1.3798737
  2.16420827]","[0, 0]"
20,3156,"1,64986460898053E+018",shallow_plate,[1.57421529 2.79285761 1.75484584 1.75484595],[1.59021739 2.82396805 1.88259901 1.88259887],[0.17657912 0.14704751],[-1.51738493 -1.65735274  3.04088669  3.04088654],[1.47405406 1.41085628 3.07310964 3.07310979],[-2.87234649  2.69035757],"[1.43989663 0.78539816 2.37894828 1.18633569 1.00325919 1.09741282
 0.9250245 ]","[-1.43989663  0.78539816 -2.48565573  1.31187386 -1.35058146  1.02418222
  0.41887902]","[0, 0]"
20,3393,"1,64986460991583E+018",initial,[1.62177417 2.78595704 2.89378714 2.89378733],[1.57153199 2.83682349 2.85038799 2.85038825],[0.26065917 0.17398194],[-1.57048875 -0.63547677 -1.79962    -1.799613  ],[1.48597924 0.84405778 2.27722394 2.27722321],[-2.91268515  2.83674017],"[ 1.43989663  0.78539816  1.67279609  1.2334125   1.04719755  0.34906585
 -0.95993109]","[-1.43989663  0.78539816 -1.54411947  1.17064342 -1.04719755  0.34906585
  1.91986218]","[0, 0]"
20,3416,"1,64986460997889E+018",dinner_plate,[1.62209096 1.92600251 1.57561003 1.57561006],[1.62750686 1.95343727 1.49559326 1.49559298],[0.14054913 0.11526516],[-1.63743611 -2.99412495  3.08836799  3.08836806],[ 1.52418157  2.85864371 -3.13092937 -3.1309296 ],[-2.98933344  0.47019426],"[1.43989663 0.78539816 3.11125426 1.21772023 0.65279847 1.37464294
 1.85004901]","[-1.43989663  0.78539816 -3.11857732  1.22173048 -0.76996743  0.45402971
  1.43116999]","[0, 0]"
20,3626,"1,64986461060759E+018",knife,[1.62173635 2.11806107 1.12024101 1.1202408 ],[1.56922947 2.91463037 2.94750288 2.94750276],[0.22041858 0.05384902],[-1.65197529 -2.1398258   1.97575271  1.97575186],[1.44459458 1.43270365 2.33579557 2.33579483],[-2.95021794  1.76917441],"[1.43989663 0.78539816 1.37464294 1.43218127 1.69371912 0.41741441
 0.52726031]","[-1.43989663  0.78539816 -3.05057748  0.99802844 -1.0053515   1.45833505
  1.27409035]","[0, 0]"
20,3906,"1,6498646114809E+018",fork,[1.5534844  2.10817367 0.52541116 0.52541108],[1.6048627  2.21818866 0.21896067 0.21896078],[0.1628044  0.11262586],[-1.5741952  -1.89882139  2.04265889  2.04266055],[ 1.46013366  1.94884413 -1.86355966 -1.86356115],[3.1004546  2.62859028],"[ 1.43989663  0.78539816 -2.41765588  1.22173048  1.04719755  0.82541345
  1.67551608]","[-1.43989663  0.78539816  2.48356342  1.22173048 -0.96350544  0.72079831
  3.05432619]","[0, 0]"
20,4169,"1,64986461224798E+018",salt_shaker_right,[1.59757921 2.36649134 2.81565827 2.81565848],[1.57036182 2.85143182 1.83688321 1.83688305],[0.23722878 0.24379566],[-1.55683029 -0.34093577 -0.88192748 -0.88192672],[1.49124475 1.78685116 3.13791831 3.13791835],[-3.09964462  2.71697344],"[ 1.43989663  0.78539816  2.74510127  1.2700278   1.01372071  0.57956788
 -1.55334303]","[-1.43989663  0.86202875 -1.20935102  1.15495115 -1.29827389  0.59002939
 -0.20943951]","[0, 0]"
20,4203,"1,64986461235325E+018",salt_shaker_left,[1.64787954 2.12344387 1.57793151 1.57793158],[1.58846067 2.69126192 2.8440249  2.84402571],[0.29125654 0.15137915],[-1.64726244 -2.58282982  3.09410144  3.09410139],[1.37660111 0.42595622 2.0545656  2.05456076],[-2.86466039  2.64352256],"[1.43989663 0.78539816 1.3066431  1.22173048 1.63095003 1.05556676
 0.55850536]","[-1.43989663  0.78539816 -3.14159265  1.22173048 -0.41950671  0.29187624
 -0.13962634]","[0, 0]"
20,4444,"1,64986461304083E+018",sugar_bowl,[1.62230762 2.66645967 1.66851485 1.66851487],[1.55217059 2.77606045 1.77038644 1.77038636],[0.14501654 0.16975003],[-1.62308311 -2.34634991  2.50968078  2.50968074],[ 1.49979409  2.13479897 -2.73714766 -2.73714761],[-2.6749047   2.43526421],"[1.43989663 0.78539816 2.32664071 1.22173048 1.04719755 1.22173048
 0.6981317 ]","[-1.43989663  0.78539816 -2.30780999  1.22173048 -1.04719755  1.13402812
  1.58824962]","[0, 0]"
20,4694,"1,64986461392366E+018",mixer,[1.52809628 1.33762209 0.58794115 0.58794093],[1.51625449 1.5201312  0.19116798 0.19116756],[0.25502283 0.25596171],[-1.56406273 -1.68519726  2.01379984  2.01379944],[ 1.48515177  1.61189655 -2.03131669 -2.03131275],[-2.94503285  2.79531763],"[ 1.43989663  0.78539816  2.61799388 -0.02719994  2.23771784  1.60479625
  0.12217305]","[-1.43989663  0.78539816 -2.68965525  0.19249186 -1.71150369  2.11741043
  2.3387412 ]","[0, 0]"
20,4928,"1,6498646148322E+018",pressure_cooker,[1.62994257 1.95236742 1.47331318 1.47331326],[1.62820537 2.00909025 1.62780961 1.62780976],[0.14694009 0.09259292],[-1.68138859 -2.40553284 -2.45605759 -2.45605758],[1.44508097 2.13988767 2.27545036 2.27545039],[-3.10826845  1.26101633],"[ 1.43989663  0.78539816  3.02233139  1.00848995  1.63095003  0.68418302
 -0.97738438]","[-1.43989663  0.78539816 -2.99826991  1.10264358 -1.69581142  0.63187545
 -2.0943951 ]","[0, 0]"
11,1070,"1,64986444577085E+018",teacup,[1.66359402 2.92941106 2.90074658 2.90074525],[1.66776692 2.69945823 2.50671798 2.50671848],[0.21173469 0.03327528],[-1.61214489 -1.06570347 -2.69262979 -2.69263304],[ 1.47705742  0.89666701 -2.94201274 -2.94201265],[ 2.96763587 -0.79689509],"[1.43989663 0.7835674  1.58387322 1.32233537 0.46449122 1.59956549
 2.8099801 ]","[-1.43989663  0.78539816 -1.57079633  1.3432584  -1.25119707  0.1872611
 -1.18682389]","[0, 0]"
11,1334,"1,64986444582641E+018",teapot,[1.53238056 1.68123166 1.02276272 1.02276242],[1.61081364 2.66325768 2.50214488 2.50214407],[0.17257445 0.03007712],[-1.55730748 -1.57670343 -1.95632538 -1.95632373],[ 1.44161444  0.7730343  -3.01851013 -3.01851085],[-2.93880877  1.82133216],"[1.43989663 0.84633648 1.57079633 1.37464294 1.04719755 0.52359878
 1.3962634 ]","[-1.43989663  0.68418302  1.57079633  0.23956867 -0.13181508  0.40172214
  1.50098316]","[0, 0]"
11,1581,"1,64986444587826E+018",spoon,[1.61878099 1.78567599 0.59251787 0.59251732],[1.605979   1.96755192 0.4866895  0.4866891 ],[0.1055448 0.0368138],[-1.56645716 -1.71265336  2.06358104  2.06357795],[ 1.46961143  1.80477703 -2.36254231 -2.36254086],[-3.11782931  0.31495635],"[ 1.43989663  0.78539816 -1.68534991  2.03371832  0.35464532  0.39126062
 -0.75427516]","[-1.43989663  0.78539816  1.6466423   1.98664151  0.          0.32849154
 -0.48869219]","[0, 0]"
11,1854,"1,64986444593659E+018",ladle,[1.66609707 2.84067362 1.97956754 1.9795676 ],[1.6424661  2.83443752 2.09950491 2.09950548],[0.10746438 0.05636237],[-1.56406038 -1.06789915  2.8571779   2.85717795],[ 1.47957665  1.19591956 -2.76994749 -2.76994723],[-2.9071992  -2.52490018],"[ 1.43989663  0.78539816  1.54202716  1.38510445  1.08172055  1.51587338
 -2.60073238]","[-1.43989663  0.8201827  -1.72719596  1.42171975 -1.04719755  1.45310429
  0.97738438]","[0, 0]"
11,2085,"1,64986444598619E+018",shallow_plate,[1.60543561 2.7057749  1.55019228 1.55019226],[1.60101419 2.74756588 1.6773301  1.67733002],[0.10021818 0.08672519],[-1.5958078  -2.10786868  2.8520247   2.85202483],[ 1.50812704  1.97239786 -2.9846259  -2.98462575],[-3.14146555 -0.02403048],"[1.43989663 0.78539816 2.19064103 1.2334125  0.69464453 1.45310429
 0.87772102]","[-1.43989663  0.78539816 -2.11427198  1.22173048 -0.64442926  1.43218127
 -1.50098316]","[0, 0]"
11,2337,"1,64986444603972E+018",dinner_plate,[1.66152273 2.75150242 1.51594865 1.51594854],[1.62639281 2.66682956 1.77165228 1.77165213],[0.03687128 0.12998591],[-1.6517574  -2.46987102  3.0559716   3.05597139],[ 1.53822409  2.92306029 -3.06315284 -3.06315288],[2.91871063 0.07333086],"[1.43989663 0.78539816 2.50448645 1.48971959 0.99802844 0.91433632
 0.9250245 ]","[-1.43989663  0.78539816 -2.43334816  1.24910477 -0.87458257  1.21772023
  2.04203522]","[0, 0]"
11,2540,"1,64986444608367E+018",knife,[1.63264356 2.89104743 2.90696412 2.9069636 ],[1.66357596 2.47795712 1.36104932 1.36104909],[0.17959177 0.08200389],[-1.56710025 -1.05749914 -2.49553936 -2.49554161],[ 1.6288203   2.66830958 -3.07206183 -3.07206174],[ 2.67959206 -0.25380305],"[ 1.43989663  0.78539816  3.07986972  1.39556597  1.07648979  0.63187545
 -0.03490659]","[-1.43989663  0.78539816 -1.57079633  1.35371991 -1.03673604  0.69987529
 -1.65806279]","[0, 0]"
11,2653,"1,64986444610794E+018",initial,[1.64574414 2.92597592 2.9278198  2.92781826],[1.64937168 2.94809711 2.8812073  2.8812065 ],[0.16449063 0.07070221],[-1.62402196 -1.09832176 -2.51582171 -2.51582569],[ 1.53485476  1.30946514 -3.05362066 -3.05362123],[ 2.88734983 -0.3679723 ],"[1.43989663 0.78539816 1.65806279 1.416489   1.2700278  0.50110652
 0.27925268]","[-1.43989663  0.78539816 -1.4551966   1.31187386 -1.55981174  0.7469521
 -1.1693706 ]","[0, 0]"
11,2803,"1,64986444614052E+018",fork,[1.51770074 2.39101418 0.56566462 0.565665  ],[1.56023993 2.35645641 0.44245323 0.44245277],[0.0873276  0.10532717],[-1.56463963 -1.892328    2.3093536   2.3093548 ],[ 1.547616    2.16833679 -2.13047417 -2.13047212],[ 2.97839467 -2.11877204],"[ 1.43989663  0.78539816  2.73987052  1.22173048  1.30141234  1.9395647
 -2.68780705]","[-1.43989663  0.78539816 -2.75242433  1.22173048 -1.34011994  1.94479545
 -2.00712864]","[0, 0]"
11,3025,"1,64986444618755E+018",salt_shaker_right,[1.64573537 2.730934   2.82393892 2.82393939],[1.65559776 2.87750313 2.11889427 2.11889403],[0.18417254 0.06712416],[-1.63381817 -0.66539514 -0.7284938  -0.72849622],[ 1.5021103   1.74735279 -2.94328969 -2.94328982],[ 2.89879773 -0.29273928],"[1.43989663 0.78539816 2.15925649 1.24387401 0.91956708 0.98756692
 1.02974426]","[-1.43989663  0.78539816 -1.44996584  1.21772023 -1.02627452  0.26572246
  1.69296937]","[0, 0]"
11,3044,"1,64986444619163E+018",salt_shaker_left,[1.6286146  2.84708251 1.88790511 1.8879052 ],[1.65449482 2.66912641 2.92464337 2.92464354],[0.21708072 0.03717099],[-1.67401649 -1.87287678  2.88450063  2.88450064],[1.4785931  0.57017222 1.76986175 1.76985367],[-2.94405831 -0.49666207],"[1.43989663 0.78539816 1.35371991 1.38510445 1.55248868 0.87249027
 3.07177948]","[-1.43989663  0.78539816 -2.44904043  1.22173048 -0.34627611  0.84110573
 -1.90240888]","[0, 0]"
11,3329,"1,64986444625222E+018",sugar_bowl,[1.61417927 2.80335259 1.54763232 1.54763252],[1.62183631 2.78168197 1.51568992 1.51568995],[0.10459209 0.09620165],[-1.53677335 -1.55515107  2.59939239  2.59939186],[ 1.4743993   1.70903562 -2.44632123 -2.44632186],[-3.07151326 -0.25284252],"[1.43989663 0.78539816 1.77218047 1.22173048 0.74172134 1.6466423
 0.03490659]","[-1.43989663  0.78539816 -1.74288823  1.22173048 -0.4822758   1.7198729
 -0.41887902]","[0, 0]"
11,3519,"1,64986444629229E+018",mixer,[1.60503015 2.07503191 0.58069321 0.58069348],[1.62874048 2.20380524 0.55165324 0.55165271],[0.09784853 0.06879559],[-1.523041   -1.69659504  2.50641261  2.50641228],[ 1.50496185  1.8902753  -2.84854702 -2.84854662],[ 3.14104827 -2.87714928],"[ 1.43989663  0.78539816  2.97002382  1.22173048  1.47925808  1.73033442
 -2.65290046]","[-1.43989663  0.78539816 -2.88842401  1.22173048 -1.57550401  1.97617999
 -1.08210414]","[0, 0]"
11,3747,"1,64986444634305E+018",pressure_cooker,[1.62138621 2.31527115 1.36271367 1.36271395],[1.63757971 2.30363565 1.38557495 1.3855748 ],[0.14797667 0.10306486],[-1.59799932 -1.76605839 -2.64544231 -2.64544221],[1.44154977 1.876298   2.50057261 2.50057233],[ 3.01204113 -0.42924819],"[ 1.43989663  0.78539816  2.42079434  1.22173048  2.13833346  0.76264437
 -1.11701072]","[-1.43989663  0.78539816 -2.42288664  1.20725872 -2.22934863  0.73649059
 -1.53588974]","[0, 0]"
9,1023,"1,64986440580953E+018",teacup,[1.5783218  2.27862719 2.09640442 2.09640422],[1.68047056 2.88464942 2.94757275 2.94757285],[0.26604228 0.16004429],[-1.62670045 -1.22087625  2.14698903  2.14698974],[1.36096014 0.92733145 2.77959188 2.77959229],[3.13696682 2.79249468],"[ 1.43989663  0.81495194  1.57864246  1.416489    1.01372071  0.54818333
 -1.78023584]","[-1.43989663  0.78539816 -1.57079633  1.92910318 -0.58166018  1.65710382
  1.20427718]","[0, 0]"
9,1300,"1,64986440660813E+018",teapot,[1.63594928 2.37441368 2.0566514  2.05665158],[1.50003189 1.31100093 0.48921291 0.48921288],[0.16899113 0.23731998],[-1.68702101 -1.23500015  2.18881403  2.18881296],[1.35856525 1.74498728 1.76495009 1.76495006],[-3.0129742   2.89332383],"[ 1.43989663  0.78539816 -1.68534991  0.82541345  1.11310509  0.01987688
 -2.12930169]","[-1.43989663  0.78879816 -1.56504249  1.1967972  -0.7856597   1.65710382
  2.04203522]","[0, 0]"
9,1481,"1,64986440670803E+018",spoon,[1.54318609 1.35158508 0.57820819 0.57820831],[1.53645385 1.31358599 0.48134424 0.48134401],[0.14840612 0.10196245],[-1.66651166 -2.32870754  2.85459068  2.85459023],[ 1.41254596  2.32105013 -2.87244164 -2.87244117],[ 2.93145318 -3.09684977],"[ 1.43989663  0.78539816 -1.65396536  1.45310429 -0.00627691  0.25003018
  2.58308729]","[-1.43989663  0.78539816  1.74079593  1.36418143  0.          0.25526094
  2.58308729]","[0, 0]"
9,1822,"1,64986440678045E+018",ladle,[1.58857536 2.62371999 1.51731983 1.51731969],[1.57921237 2.5129852  1.53743302 1.53743301],[0.15891948 0.04716952],[-1.73208936 -2.71408332  2.4420602   2.44206067],[ 1.46703554  2.62393551 -2.57243023 -2.5724307 ],[-3.06267620e+00 -3.54572862e-04],"[1.43989663 0.78539816 2.20110255 1.43218127 0.53772182 1.21772023
 0.43633231]","[-1.43989663  0.78539816 -2.21365636  1.42695051 -0.52935261  1.48448884
  2.0943951 ]","[0, 0]"
9,2027,"1,64986440682338E+018",shallow_plate,[1.59362828 1.65839204 0.98566597 0.98566633],[1.53929731 1.69672832 0.95119807 0.95119868],[0.1257098  0.09219627],[-1.69493144 -2.44138428  2.19467538  2.19467624],[ 1.44750535  2.52724852 -2.41873405 -2.418735  ],[3.08732139 2.92630816],"[1.43989663 0.78539816 3.00140837 0.6371062  0.87249027 1.19156644
 0.4712389 ]","[-1.43989663  0.78539816 -3.01396218  0.58479863 -1.08381285  1.52633489
 -0.2268928 ]","[0, 0]"
9,2299,"1,64986440688064E+018",dinner_plate,[1.59480551 1.93926996 1.46104457 1.46104463],[1.58446241 1.89217065 1.57559912 1.57559905],[0.11918014 0.07573792],[-1.70308324 -2.97723345  2.9167356   2.91673522],[ 1.43399062  2.98295663 -3.13773903 -3.13773899],[-3.12485726  2.3937046 ],"[ 1.43989663  0.78539816  3.03279291  1.51587338  1.03987449  0.41741441
 -0.54105207]","[-1.43989663  0.78539816 -3.10288505  1.43218127 -0.83796727  0.50110652
  2.67035376]","[0, 0]"
9,2501,"1,64986440692349E+018",knife,[1.64169113 1.74756854 0.65152495 0.65152477],[1.58908048 2.89235401 2.90724274 2.90724316],[0.20368939 0.07840865],[-1.71781516 -2.55937004  2.33910985  2.33910975],[1.38055071 1.16242632 2.70951059 2.70950928],[-2.68865899  1.99034138],"[ 1.43989663  0.77833664  1.56818095  1.34848915  1.04719755  0.52359878
 -0.43633231]","[-1.43989663  0.78539816 -3.01396218  0.93525935 -1.04719755  1.25956629
  2.18166156]","[0, 0]"
9,2738,"1,64986440697431E+018",initial,[1.75382048 2.64094084 2.90562972 2.90562974],[1.67421763 2.85324096 2.91264437 2.91264349],[0.28481414 0.15166023],[-1.70554427 -1.10327435  2.95821611  2.95821474],[1.38784661 0.84895533 2.82192436 2.8219265 ],[-2.93104169  2.59786297],"[ 1.43989663  0.78539816  1.65806279  1.27525856  1.04719755  0.34906585
 -2.16420827]","[-1.43989663  0.78539816 -1.67551608  1.18633569 -0.47704504  1.03987449
  1.78023584]","[0, 0]"
9,2761,"1,64986440697923E+018",fork,[1.608965   1.75991845 0.39373048 0.39373036],[1.59907534 1.8044424  0.24588332 0.24588318],[0.1443971  0.20167935],[-1.68586525 -1.68326519  1.99499703  1.99499405],[ 1.33032387  1.53556759 -2.30948065 -2.30947859],[ 3.08029312 -2.23452272],"[ 1.43989663  0.78539816 -1.09427436  1.49495035  0.67895226  0.27618397
 -1.04719755]","[-1.43989663  0.78539816  1.77218047  1.56295019 -1.19365875  0.41741441
 -2.42600766]","[0, 0]"
9,3008,"1,64986440703183E+018",salt_shaker_left,[1.68300005 2.85285597 1.82456787 1.82456818],[1.59506133 2.49643208 2.74016538 2.74016458],[0.22827396 0.18136514],[-1.82166941 -2.06397447  3.07808742  3.07808719],[1.19653413 0.26403053 0.72980519 0.72980313],[3.02113992 2.80189317],"[ 1.43989663  0.78539816  1.04719755  1.40079672  1.57864246  0.52359878
 -1.41371669]","[-1.43989663  0.78539816 -2.11427198  1.45833505 -0.66012153  1.34848915
  0.87266463]","[0, 0]"
9,3040,"1,6498644070386E+018",salt_shaker_right,[1.68168735 2.40300992 2.58269421 2.58269444],[1.66621137 2.69015146 1.90221098 1.90221093],[0.23564338 0.21055142],[-1.63854527 -0.32076566 -1.06074982 -1.0607502 ],[1.47325041 2.13335678 2.79964091 2.79964092],[3.12212113 3.06438594],"[ 1.43989663  0.78539816  2.70848597  1.17587417  1.10264358  0.46972198
 -3.08923278]","[-1.43989663  0.78539816 -1.08381285  1.29618158 -1.14658193  0.40172214
 -2.07694181]","[0, 0]"
9,3302,"1,64986440709435E+018",sugar_bowl,[1.62126971 2.57140724 0.91097555 0.91097521],[1.58693309 2.50717821 0.90487326 0.90487317],[0.18404187 0.0293611 ],[-1.6813858  -2.5581277   2.11547283  2.11547219],[ 1.54627702  2.59947495 -2.34835397 -2.34835336],[-3.12140592 -0.54843325],"[1.43989663 0.78539816 2.61799388 1.22173048 0.84110573 2.11741043
 2.02458193]","[-1.43989663  0.78539816 -2.61799388  1.22173048 -0.7856597   2.04417984
 -0.2268928 ]","[0, 0]"
9,3786,"1,64986440719859E+018",pressure_cooker,[1.57995493 1.80379836 1.33003301 1.33003309],[1.59859274 1.88841619 1.10591846 1.10591892],[0.3129217  0.24569267],[-1.77437723 -2.34483049  1.89469275  1.89469216],[ 1.5864482   2.27430635 -1.85454208 -1.85454219],[ 3.08738113 -1.20164547],"[ 1.43989663  0.78539816  2.97525458  0.83064421  0.71556756  2.05464135
 -0.41887902]","[-1.43989663  0.78539816 -2.93027007  0.7103368  -0.52935261  1.69371912
 -2.94960644]","[0, 0]"
5,1294,"1,64986432857633E+018",teacup,[1.61663947 2.83163466 2.65075344 2.65075276],[1.52220117 2.33134581 2.54264382 2.54264392],[0.13540747 0.04024147],[-1.61656663 -0.71037405  3.13177474  3.13177519],[1.37119957 1.03170536 3.08910538 3.08910563],[3.12561686 1.57178625],"[ 1.43989663  0.78539816  1.84018031  1.3066431  -0.27827627  1.26479704
 -1.98967535]","[-1.43989663  0.78539816 -1.57079633  1.416489   -1.73242672  0.52359878
 -0.13962634]","[0, 0]"
5,1599,"1,64986432864126E+018",teapot,[1.48664276 1.29802781 0.53794722 0.53794758],[1.5477103  2.35362899 2.25581392 2.25581408],[0.15431326 0.06425546],[-1.57741108 -1.66270862 -1.93956023 -1.93956164],[ 1.32543345  0.90536872 -2.51415959 -2.51415933],[2.77738025 1.4502903 ],"[ 1.43989663  0.78539816  1.43741202  1.2700278   1.05556676  1.94479545
 -1.23918377]","[-1.43989663  0.72602907  1.48448884  0.67895226 -0.31489157  0.29187624
 -2.72271363]","[0, 0]"
5,1828,"1,64986432868971E+018",spoon,[1.50852378 1.49092016 0.54448311 0.54448332],[1.58855379 1.82988295 0.32234506 0.32234505],[0.09560745 0.09765344],[-1.56008666 -1.78160838  1.46298685  1.46298605],[ 1.39179024  1.76990916 -1.89585638 -1.89585788],[2.85123784 0.77173801],"[ 1.43989663  0.78539816 -1.50750417  1.7564882   0.08787672  0.30756851
 -3.00196631]","[-1.43989663  0.69987529  1.47925808  1.83494956 -0.09519978  0.15587656
 -2.30383461]","[0, 0]"
5,2165,"1,64986432876199E+018",ladle,[1.60106752 2.73520998 1.93604844 1.93604864],[1.60696163 2.76507883 2.07854596 2.07854588],[0.11388167 0.05107647],[-1.51807122 -0.9112393   2.62092531  2.62092484],[ 1.3633725   1.08985974 -2.78681545 -2.78681529],[3.09981838 2.00690854],"[1.43989663 0.78539816 1.65806279 1.36418143 1.08172055 1.46879657
 1.34390352]","[-1.43989663  0.78539816 -1.67551608  1.22173048 -0.96350544  1.25433553
 -0.9424778 ]","[0, 0]"
5,2390,"1,64986432881035E+018",shallow_plate,[1.58851836 2.48706041 0.64996713 0.64996736],[1.62219172 2.51912132 0.67827991 0.67828009],[0.05635861 0.10853951],[-1.56680563 -2.21481271  2.65002919  2.65002968],[ 1.46872542  2.48322118 -2.96984334 -2.96984306],[-3.12697063  0.49031977],"[ 1.43989663  0.78539816  2.63002462  1.22173048  1.51064262  1.84018031
 -0.2443461 ]","[-1.43989663  0.78539816 -2.61799388  1.08172055 -1.62781158  1.89771864
 -1.23918377]","[0, 0]"
5,2676,"1,64986432887087E+018",dinner_plate,[1.631182   2.68159842 1.34091704 1.34091694],[1.6405369  2.77269498 1.47046495 1.47046492],[0.06542982 0.0419975 ],[-1.5336064  -1.81436827 -3.08211967 -3.08211969],[1.38132718 2.02898702 3.00406138 3.00406135],[-3.11727353  0.63861536],"[ 1.43989663  0.78539816  2.38417904  1.22173048  1.47402732  1.22173048
 -1.09955743]","[-1.43989663  0.78539816 -2.3915021   1.25956629 -1.69581142  1.22173048
  2.37364778]","[0, 0]"
5,2914,"1,64986432892202E+018",knife,[1.60797699 2.8305856  2.66039516 2.66039585],[1.56900424 2.0265696  0.82420149 0.82420194],[0.14121698 0.15630255],[-1.52818402 -0.86189762  3.0782918   3.07829139],[ 1.50420977  2.30636237 -2.28234747 -2.28234786],[3.06217725 0.48944823],"[ 1.43989663  0.78539816  2.95956231  1.07125903  1.05033601  1.05556676
 -0.08726646]","[-1.43989663  0.78539816 -1.57079633  1.32756613 -1.04719755  0.93002859
 -1.49704265]","[0, 0]"
5,3197,"1,64986432898265E+018",fork,[1.47201736 1.9227067  0.75149481 0.75149478],[1.5011485  1.86549573 0.63578506 0.63578497],[0.06010114 0.10554962],[-1.57189472 -2.29514648  1.43412502  1.43412359],[ 1.50404414  2.34933993 -1.37749802 -1.37749942],[2.79390612 2.92558836],"[ 1.43989663  0.76264437  2.8026396   0.91956708  1.30141234  1.88202637
 -1.18319723]","[-1.43989663  0.78539816 -2.83611644  0.93002859 -1.36627373  1.76171896
  1.08210414]","[0, 0]"
