,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
790,6,2443,"1,64986435139522E+018",knife,[ 0. -0.  0.],[ 1.87833777 -0.09398612  0.42064536],[ 1.89093726 -0.10547287  0.29791797],[ 1.96553748 -0.0759397  -0.05076627],[ 1.95971252 -0.06591926 -0.25514642],[ 1.90918286 -0.09824967  0.21263707],[ 1.88954456 -0.27430298  0.19323845],[ 1.82319141 -0.46321951 -0.02084034],[ 1.67018652 -0.31388461  0.13805046],[ 1.63958557 -0.28401764  0.16982863],[ 1.90918286 -0.09824967  0.21263707],[1.93527124 0.06115486 0.19926178],[ 1.97388879  0.13633943 -0.08141213],[ 1.91767737  0.16872002 -0.33977133],[ 1.90643506  0.17519614 -0.39144318],[ 1.96252563 -0.18414441 -0.33977469],[ 1.86977197 -0.14034744 -0.76161951],[ 1.86977197 -0.14034744 -1.16999011],[ 2.0082019   0.03911592 -0.34739273],[ 2.0082019   0.03911592 -0.78152917],[ 2.0082019   0.03911592 -1.18989978]
927,6,2714,"1,64986435208822E+018",fork,[ 0. -0.  0.],[ 1.92753247 -0.05163042  0.43291885],[ 1.89602319 -0.10161723  0.31283258],[ 1.92996765 -0.09889876 -0.03497586],[ 1.92806641 -0.09701422 -0.22701843],[ 1.90452307 -0.10093652  0.22573953],[ 1.90270422 -0.32250848  0.24736105],[ 1.74074512 -0.42701025  0.03004578],[ 1.71147656 -0.31509833  0.26855981],[ 1.7056228  -0.29271594  0.31626263],[ 1.90452307 -0.10093652  0.22573953],[1.91978174 0.1189633  0.25035175],[1.74891235 0.23214059 0.04450735],[1.7205166  0.14242006 0.29232547],[1.7148374  0.12447595 0.3418891 ],[ 1.94067188 -0.20748621 -0.28488959],[ 1.85249158 -0.16951776 -0.70827728],[ 1.85249158 -0.16951776 -1.11664795],[ 1.95955847  0.00630834 -0.28987885],[ 1.95955847  0.00630834 -0.72401526],[ 1.95955847  0.00630834 -1.13238586]
1021,6,3024,"1,64986435293603E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.86891016 -0.08404762  0.42550143],[ 1.89384729 -0.09293028  0.30309479],[ 1.96492566 -0.08538968 -0.04606851],[ 1.95460889 -0.07896437 -0.25694745],[ 1.91129944 -0.0910788   0.2173632 ],[ 1.92925635 -0.26280988  0.19883456],[ 2.014453   -0.35584052 -0.07418513],[ 2.00983191 -0.411491   -0.34105591],[ 2.00890771 -0.42262109 -0.39443005],[ 1.91129944 -0.0910788   0.2173632 ],[1.92941614 0.07596797 0.1973058 ],[ 1.85668213  0.17681401 -0.07654225],[ 1.65003467  0.18792096 -0.25405786],[ 1.6087052   0.19014235 -0.28956097],[ 1.97001123 -0.18267812 -0.35297833],[ 1.87107568 -0.13545746 -0.77304541],[ 1.87107568 -0.13545746 -1.18141602],[ 1.9818479   0.02866675 -0.34540137],[ 1.9818479   0.02866675 -0.77953778],[ 1.9818479   0.02866675 -1.18790845]
1036,6,3039,"1,64986435297693E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.86922949 -0.08227457  0.42583005],[ 1.88410657 -0.08700008  0.30206818],[ 1.96955518 -0.06344481 -0.04645853],[ 1.96541016 -0.05731731 -0.25172293],[ 1.90489954 -0.08126818  0.21725833],[ 1.89808301 -0.25444029  0.19474548],[ 1.8940675  -0.32657733 -0.08885878],[ 1.67042517 -0.32340485 -0.23983652],[ 1.62569666 -0.32277036 -0.27003207],[ 1.90489954 -0.08126818  0.21725833],[1.93273877 0.07709535 0.19980708],[ 2.03950244  0.14614235 -0.06379354],[ 2.02684119  0.22395049 -0.32187454],[ 2.02430896  0.23951212 -0.37349075],[ 1.9659303  -0.17252243 -0.34645694],[ 1.87851929 -0.103995   -0.76614465],[ 1.87851929 -0.103995   -1.17451526],[ 2.00523413  0.04674796 -0.35417484],[ 1.91014465  0.03088991 -0.77747253],[ 1.91014465  0.03088991 -1.18584314]
1261,6,3268,"1,64986435365507E+018",sugar_bowl,[ 0. -0.  0.],[ 1.8680061  -0.08867641  0.42615411],[ 1.88707166 -0.09635231  0.30203943],[ 1.92569995 -0.0830417  -0.04945029],[ 1.92707947 -0.079241   -0.24963649],[ 1.89662451 -0.09306057  0.21511522],[ 1.90980444 -0.2718645   0.19643506],[ 1.94893457 -0.35941275 -0.07780405],[ 1.69906836 -0.24731718 -0.10542366],[ 1.64909509 -0.22489807 -0.11094759],[ 1.89662451 -0.09306057  0.21511522],[1.92411511 0.07844911 0.1993465 ],[ 1.93396948  0.16617473 -0.07743866],[ 1.67904492  0.07101143 -0.11889752],[ 1.62806006  0.05197877 -0.12718929],[ 1.94036658 -0.1954212  -0.3585423 ],[ 1.83666943 -0.15595749 -0.77826123],[ 1.83666943 -0.15595749 -1.18663184],[ 1.96378284  0.02863391 -0.36683893],[ 1.86717944  0.01066365 -0.78970917],[ 1.86717944  0.01066365 -1.19807983]
1367,6,3475,"1,64986435416475E+018",mixer,[ 0. -0.  0.],[ 1.89587891 -0.08873204  0.42711548],[ 1.89914014 -0.09515053  0.29831372],[ 1.9385896  -0.09155997 -0.05103531],[ 1.94103076 -0.08912094 -0.24940369],[ 1.90895898 -0.09425684  0.21136142],[ 1.90553662 -0.28008572  0.21177438],[ 1.7798197  -0.54012091  0.18044186],[ 1.78139697 -0.44283841  0.44578009],[ 1.7817124  -0.4233819   0.49884775],[ 1.90895898 -0.09425684  0.21136142],[1.93726526 0.08354614 0.20696289],[1.82318835 0.3425636  0.14137994],[1.79923047 0.24853703 0.40681503],[1.79443884 0.22973172 0.45990204],[ 1.94502026 -0.20191171 -0.32764465],[ 1.86615503 -0.18283789 -0.75413147],[ 1.86615503 -0.18283789 -1.16250208],[ 1.97241846  0.01373302 -0.33598615],[ 1.87974146  0.00599814 -0.76004462],[ 1.87974146  0.00599814 -1.16841528]
1491,6,3714,"1,64986435490345E+018",pressure_cooker,[ 0. -0.  0.],[ 1.87354346 -0.18668265  0.48617896],[ 1.89209839 -0.19828842  0.35695868],[ 1.94103601 -0.18891788  0.00547339],[ 1.93401855 -0.18623061 -0.19038457],[ 1.90426392 -0.19595898  0.26958221],[ 1.88970752 -0.37661914  0.26963351],[ 1.65287805 -0.51008719  0.16226842],[ 1.38927747 -0.51027679  0.20823563],[ 1.33655737 -0.51031473  0.21742906],[ 1.90426392 -0.19595898  0.26958221],[ 1.93416125 -0.02480824  0.26996103],[1.74515503 0.17645566 0.17405142],[1.49171045 0.24574664 0.22467625],[1.44102148 0.25960483 0.23480122],[ 1.94049231 -0.30075391 -0.26667645],[ 1.85812158 -0.28227286 -0.69935663],[ 1.85812158 -0.28227286 -1.11118335],[ 1.97460706 -0.08352141 -0.27411932],[ 1.89970166 -0.08479582 -0.70854553],[ 1.89970166 -0.08479582 -1.12037219]
55,4,1116,"1,64986432719084E+018",teacup,[ 0. -0.  0.],[ 1.68267273 -0.12669553  0.43696423],[ 1.68779822 -0.13219504  0.3121676 ],[ 1.74446265 -0.14351833 -0.05011945],[ 1.7360813  -0.14341611 -0.27364954],[ 1.70206641 -0.13504626  0.22094315],[ 1.69616833 -0.32488574  0.22579602],[ 1.72486707 -0.52315564  0.00454489],[ 1.65103369 -0.38438672 -0.24593375],[ 1.63626697 -0.35663293 -0.29602948],[ 1.70206641 -0.13504626  0.22094315],[1.7211405  0.04536749 0.20253342],[ 1.74972461  0.08676148 -0.09167072],[ 1.67780103  0.10076639 -0.37816425],[ 1.66341626  0.10356737 -0.43546295],[ 1.7610968  -0.26221692 -0.32625189],[ 1.7610968  -0.26221692 -0.78453876],[ 1.7610968  -0.26221692 -1.21562671],[ 1.78125159 -0.03043176 -0.32580423],[ 1.63811914 -0.00922773 -0.76064941],[ 1.63811914 -0.00922773 -1.19173743]
269,4,1376,"1,64986432724465E+018",teapot,[ 0. -0.  0.],[ 1.70029407 -0.1124778   0.47020703],[ 1.70989673 -0.14057634  0.34323721],[ 1.75847205 -0.15814026 -0.01399863],[ 1.74711121 -0.16372472 -0.23736668],[ 1.72233069 -0.14507224  0.25179436],[ 1.70851379 -0.3373548   0.25036014],[ 1.77587927 -0.51204456  0.00351701],[ 1.69533374 -0.39210464 -0.237328  ],[ 1.67922461 -0.36811667 -0.28549701],[ 1.72233069 -0.14507224  0.25179436],[1.78289746 0.05281758 0.27527029],[1.74313696 0.26727463 0.49530081],[1.6679707  0.32477737 0.75973047],[1.6529375  0.33627792 0.81261639],[ 1.77390369 -0.2841665  -0.28381317],[ 1.62611877 -0.28030002 -0.71768561],[ 1.62611877 -0.28030002 -1.14884937],[ 1.78468445 -0.04809985 -0.28883447],[ 1.78468445 -0.04809985 -0.7472019 ],[ 1.78468445 -0.04809985 -1.17836572]
387,4,1602,"1,64986432729259E+018",spoon,[ 0. -0.  0.],[ 1.70566858 -0.11508372  0.44977316],[ 1.71142676 -0.12641021  0.32433719],[ 1.74884766 -0.16546255 -0.04000198],[ 1.73294922 -0.17629523 -0.26289978],[ 1.7208136  -0.13620625  0.23294498],[ 1.71575439 -0.32991     0.24997073],[ 1.61478882 -0.61555579  0.297884  ],[ 1.61048254 -0.50937796  0.55705078],[ 1.60962134 -0.4881424   0.60888416],[ 1.7208136  -0.13620625  0.23294498],[1.75070801 0.06349253 0.22761493],[1.66424719 0.35314407 0.27967004],[1.69235718 0.24124059 0.53490955],[1.69797913 0.21885989 0.58595746],[ 1.75938867 -0.29515927 -0.29074109],[ 1.62614673 -0.29798953 -0.72930615],[ 1.62614673 -0.29798953 -1.16046997],[ 1.77725281 -0.06536934 -0.3010542 ],[ 1.66221167 -0.07823685 -0.74456384],[ 1.66221167 -0.07823685 -1.17572754]
632,4,1914,"1,64986432735888E+018",ladle,[ 0. -0.  0.],[ 1.74313293 -0.13273895  0.43549316],[ 1.74067236 -0.15230209  0.30449249],[ 1.75750342 -0.15332516 -0.05194958],[ 1.74026453 -0.1662903  -0.27463385],[ 1.74503027 -0.15256699  0.2122019 ],[ 1.73789343 -0.33810931  0.20426942],[ 1.69092542 -0.41915259 -0.08781108],[ 1.42503931 -0.2963728  -0.1677294 ],[ 1.37186206 -0.27181683 -0.18371306],[ 1.74503027 -0.15256699  0.2122019 ],[1.77218433 0.02866428 0.20040173],[ 1.72433838  0.10317023 -0.09327273],[ 1.45493115  0.02823001 -0.2114295 ],[ 1.40104968  0.01324197 -0.23506085],[ 1.7623396  -0.2807594  -0.30964203],[ 1.6460304  -0.31251147 -0.75186908],[ 1.6460304  -0.31251147 -1.18303284],[ 1.78232336 -0.06279439 -0.32323615],[ 1.65092468 -0.07141016 -0.76228168],[ 1.65092468 -0.07141016 -1.19344543]
786,4,2119,"1,64986432740195E+018",shallow_plate,[ 0. -0.  0.],[ 1.74664648 -0.12947546  0.43650635],[ 1.74629382 -0.14302379  0.30015833],[ 1.77929456 -0.15596109 -0.05917184],[ 1.76337073 -0.16815846 -0.28199731],[ 1.75473828 -0.14633426  0.20821082],[ 1.75674536 -0.33026166  0.20833371],[ 1.62129590e+00 -4.94009369e-01  1.27779102e-03],[ 1.45012756 -0.38381604  0.19342195],[ 1.41589392 -0.36177737  0.23185078],[ 1.75473828 -0.14633426  0.20821082],[1.77516223 0.03726147 0.19885257],[ 1.66280493  0.18296452 -0.03391028],[1.52297253 0.1229325  0.20104417],[1.4950061  0.11092609 0.24803506],[ 1.77879883 -0.28772101 -0.30545398],[ 1.77879883 -0.28772101 -0.76870337],[ 1.77879883 -0.28772101 -1.19986719],[ 1.79429614 -0.05372546 -0.3165246 ],[ 1.75549353 -0.07819505 -0.77749707],[ 1.75549353 -0.07819505 -1.20866089]
808,4,2400,"1,64986432746088E+018",initial,[ 0. -0.  0.],[ 1.7014043  -0.13354556  0.43489032],[ 1.70594312 -0.14600208  0.3021965 ],[ 1.774995   -0.15579999 -0.0543483 ],[ 1.76920312 -0.15555269 -0.27799966],[ 1.72350415 -0.14849385  0.21152119],[ 1.71373792 -0.33225082  0.20728682],[ 1.73044202 -0.39969547 -0.08455822],[ 1.64007605 -0.41356723 -0.36325906],[ 1.62200281 -0.41634158 -0.41899924],[ 1.72350415 -0.14849385  0.21152119],[1.74379199 0.03274086 0.20033563],[ 1.75353711  0.08116947 -0.09557157],[ 1.6821499   0.07933298 -0.38005893],[ 1.66787244  0.07896568 -0.43695639],[ 1.79730164 -0.28056561 -0.32932233],[ 1.70570142 -0.28550153 -0.78373669],[ 1.70570142 -0.28550153 -1.21490039],[ 1.80765759 -0.03597231 -0.33448096],[ 1.80765759 -0.03597231 -0.79806201],[ 1.80765759 -0.03597231 -1.22922583]
828,4,2420,"1,649864327465E+018",dinner_plate,[ 0. -0.  0.],[ 1.75884961 -0.13352249  0.43583099],[ 1.75171399 -0.14595576  0.30227899],[ 1.77046924 -0.15855927 -0.05900919],[ 1.75812781 -0.16699483 -0.28223569],[ 1.75650098 -0.14917262  0.21006538],[ 1.75872961 -0.33395569  0.20690445],[ 1.55815662 -0.44916635  0.00689262],[ 1.33558667 -0.26775787  0.05468159],[ 1.29107263 -0.23147618  0.06423938],[ 1.75650098 -0.14917262  0.21006538],[1.77089783 0.03966335 0.20395804],[ 1.62611719  0.18685847 -0.02160781],[1.3663844  0.0644341  0.02615536],[1.31443787 0.03994922 0.03570799],[ 1.77139563 -0.29100824 -0.30908075],[ 1.77139563 -0.29100824 -0.76805646],[ 1.77139563 -0.29100824 -1.19922021],[ 1.79501306 -0.05267533 -0.32320108],[ 1.68758972 -0.08362377 -0.768354  ],[ 1.68758972 -0.08362377 -1.19951782]
892,4,2629,"1,64986432750894E+018",knife,[ 0. -0.  0.],[ 1.71605225 -0.14128271  0.43407715],[ 1.72794727 -0.14857687  0.3034491 ],[ 1.78391687 -0.1758891  -0.0522731 ],[ 1.76968359 -0.19251788 -0.27492191],[ 1.74226648 -0.15556442  0.21244125],[ 1.72887012 -0.33731451  0.20752332],[ 1.74420166 -0.40737115 -0.0907074 ],[ 1.64508069 -0.41581247 -0.36338562],[ 1.62525647 -0.41750073 -0.41792126],[ 1.74226648 -0.15556442  0.21244125],[1.76631067 0.03419597 0.20371535],[1.76268018e+00 2.63565094e-01 9.51576233e-05],[1.67532166 0.25238953 0.27666928],[1.65784998 0.25015442 0.3319841 ],[ 1.79801123 -0.31669177 -0.31753973],[ 1.79801123 -0.31669177 -0.77589862],[ 1.79801123 -0.31669177 -1.20705432],[ 1.80888354 -0.07518368 -0.32898444],[ 1.80888354 -0.07518368 -0.78734332],[ 1.80888354 -0.07518368 -1.21849902]
1044,4,2906,"1,6498643275673E+018",fork,[ 0. -0.  0.],[ 1.72324316 -0.11843214  0.44254651],[ 1.72782532 -0.13046762  0.30426715],[ 1.76955811 -0.15589401 -0.04915802],[ 1.75145068 -0.15960341 -0.27167209],[ 1.73861084 -0.13703891  0.21292661],[ 1.73347546 -0.33075598  0.22093924],[ 1.64622168 -0.60791095  0.12457938],[ 1.60158069 -0.46621191  0.3612854 ],[ 1.59265247 -0.4378721   0.40862662],[ 1.73861084 -0.13703891  0.21292661],[1.76986804 0.05921591 0.20760561],[1.68942542 0.31928165 0.06757654],[1.66657666 0.20097144 0.31973083],[1.66200696 0.17730939 0.37016168],[ 1.77368359 -0.27900552 -0.29575992],[ 1.73741602 -0.25879749 -0.75133093],[ 1.73741602 -0.25879749 -1.18163501],[ 1.78973645 -0.04763799 -0.30456927],[ 1.78973645 -0.04763799 -0.76202808],[ 1.78973645 -0.04763799 -1.19233215]
1062,4,3142,"1,64986432761651E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.69641406 -0.1245108   0.43431116],[ 1.70693237 -0.13947159  0.30447729],[ 1.79290063 -0.14231787 -0.05125583],[ 1.78178894 -0.14842252 -0.26440274],[ 1.72854395 -0.14018712  0.21504971],[ 1.70761218 -0.32776981  0.20973862],[ 1.61401917 -0.41105878 -0.07047033],[ 1.38259668 -0.36180344 -0.23743472],[ 1.33631213 -0.35195236 -0.27082761],[ 1.72854395 -0.14018712  0.21504971],[1.74727747 0.0409872  0.20328931],[ 1.85932703  0.07125616 -0.0808628 ],[ 1.87185217  0.127522   -0.36465283],[ 1.87435718  0.13877516 -0.42141083],[ 1.79186438 -0.27364166 -0.31931302],[ 1.79186438 -0.27364166 -0.77575208],[ 1.79186438 -0.27364166 -1.20509998],[ 1.83692786 -0.04302482 -0.33240164],[ 1.83692786 -0.04302482 -0.7888407 ],[ 1.83692786 -0.04302482 -1.2181886 ]
1077,4,3157,"1,64986432761966E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.69804272 -0.12414908  0.43437311],[ 1.70692871 -0.13918936  0.30449017],[ 1.77752881 -0.172806   -0.05917969],[ 1.78196167 -0.18949768 -0.27986194],[ 1.72439075 -0.147504    0.21454126],[ 1.73353967 -0.32593707  0.21332965],[ 1.85342969 -0.4252395  -0.0580572 ],[ 1.85976587 -0.50252518 -0.33764603],[ 1.86103308 -0.5179823  -0.39356378],[ 1.72439075 -0.147504    0.21454126],[1.74112378 0.04059137 0.2024967 ],[ 1.65080737  0.09690614 -0.09170901],[ 1.39400684  0.06062159 -0.22178586],[ 1.34264673  0.05336468 -0.24780122],[ 1.80666968 -0.30819547 -0.33326538],[ 1.80666968 -0.30819547 -0.78970239],[ 1.80666968 -0.30819547 -1.21905029],[ 1.80659595 -0.07507136 -0.34256232],[ 1.80659595 -0.07507136 -0.79899933],[ 1.80659595 -0.07507136 -1.22834729]
1207,4,3417,"1,64986432767392E+018",sugar_bowl,[ 0. -0.  0.],[ 1.69775757 -0.13002898  0.43946167],[ 1.69766553 -0.14429971  0.30684229],[ 1.73065759 -0.15001773 -0.06735538],[ 1.72079932 -0.15347923 -0.28989447],[ 1.70574512 -0.14570001  0.21520374],[ 1.70267664 -0.33304639  0.21082498],[ 1.64555212 -0.42137213 -0.07398045],[ 1.42998608 -0.24317328 -0.09283219],[ 1.38687292 -0.20753351 -0.09660254],[ 1.70574512 -0.14570001  0.21520374],[1.72376733 0.03766803 0.20159885],[ 1.67735876  0.10742684 -0.09022077],[ 1.43008447  0.01574331 -0.18523941],[ 1.38062964 -0.00259339 -0.20424313],[ 1.73818579 -0.2723002  -0.3197493 ],[ 1.73818579 -0.2723002  -0.77618683],[ 1.73818579 -0.2723002  -1.20553479],[ 1.76577966 -0.05046312 -0.33807724],[ 1.63681311 -0.076438   -0.77514496],[ 1.63681311 -0.076438   -1.20449292]
1377,4,3677,"1,64986432772826E+018",mixer,[ 0. -0.  0.],[ 1.71386743 -0.12928334  0.44044989],[ 1.7136062  -0.14501849  0.30291797],[ 1.7623678  -0.16408669 -0.04516647],[ 1.74712903 -0.17486528 -0.26716742],[ 1.72635132 -0.15000247  0.21193674],[ 1.72259851 -0.33693237  0.22154945],[ 1.61894592 -0.62391083  0.20904387],[ 1.61306848 -0.5338631   0.46383542],[ 1.61189294 -0.51585358  0.5147937 ],[ 1.72635132 -0.15000247  0.21193674],[1.75036169 0.03596037 0.20581844],[1.71366187 0.32595676 0.1174324 ],[1.70182922 0.29561572 0.38576294],[1.69946265 0.28954752 0.43942905],[ 1.76482739 -0.29206116 -0.29732654],[ 1.66644397 -0.24439807 -0.74047852],[ 1.66644397 -0.24439807 -1.16982642],[ 1.78034595 -0.06355852 -0.30699164],[ 1.78034595 -0.06355852 -0.76342865],[ 1.78034595 -0.06355852 -1.19277661]
1506,4,3910,"1,64986432777743E+018",pressure_cooker,[ 0. -0.  0.],[ 1.65065417 -0.24274876  0.57709857],[ 1.68896069 -0.25731708  0.45803091],[ 1.7521001  -0.29459521  0.12110168],[ 1.75318579 -0.29988788 -0.08786395],[ 1.70476807 -0.2666499   0.37367847],[ 1.68921948 -0.44682135  0.39935492],[ 1.52360901 -0.61635327  0.23385117],[ 1.32372009 -0.52804156  0.38856973],[ 1.28374231 -0.51037921  0.41951346],[ 1.70476807 -0.2666499   0.37367847],[ 1.72316602 -0.07960776  0.37676462],[1.61967126 0.13012573 0.20688181],[1.39967151 0.16404027 0.35568491],[1.35567151 0.17082318 0.38544553],[ 1.7889978  -0.41912241 -0.1273718 ],[ 1.61656738 -0.27334918 -0.51182401],[ 1.61656738 -0.27334918 -0.91793433],[ 1.81042834 -0.19414908 -0.13849515],[ 1.81668994 -0.2295062  -0.5829007 ],[ 1.97505884 -0.50220856 -0.83878796]
65,20,2178,"1,6498646057229E+018",teacup,[ 0. -0.  0.],[ 1.93624207 -0.03932442  0.63602905],[ 1.9751001  -0.05796738  0.51616345],[ 2.06565332 -0.03673913  0.16849829],[ 2.07247241 -0.02658716 -0.04272394],[ 1.99891431 -0.05238464  0.4247323 ],[ 2.0016012  -0.25660419  0.42846729],[ 2.09604297 -0.40532489  0.1682345 ],[ 1.94144482 -0.26149319 -0.02600452],[ 1.91052515 -0.23272685 -0.06485233],[ 1.99891431 -0.05238464  0.4247323 ],[2.01803369 0.13223859 0.41702768],[2.00922656 0.20667863 0.11184036],[ 2.00584473  0.21813937 -0.17482004],[ 2.00516833  0.22043152 -0.23215211],[ 2.11657764 -0.14455457 -0.13991779],[ 2.10228027 -0.1105165  -0.61312708],[ 2.10228027 -0.1105165  -1.05480273],[ 2.12553174  0.08881198 -0.14239407],[ 2.12178345  0.05332829 -0.6156983 ],[ 2.12178345  0.05332829 -1.0573739 ]
96,20,2414,"1,64986460641879E+018",teapot,[ 0. -0.  0.],[ 1.96083594 -0.05620398  0.6562218 ],[ 1.99438281 -0.06246367  0.52862842],[ 2.08849805 -0.04249834  0.1807019 ],[ 2.09656226 -0.03544441 -0.04842551],[ 2.01909778 -0.0572207   0.43726169],[ 2.00916125 -0.26764386  0.427828  ],[ 2.14664844 -0.38062473  0.15408401],[ 1.96342285 -0.37458878 -0.08659035],[ 1.92677771 -0.37338159 -0.13472523],[ 2.01909778 -0.0572207   0.43726169],[2.02059412 0.15389885 0.45807159],[2.02843494 0.47782681 0.49822543],[1.98249426 0.72856616 0.66117157],[1.97330615 0.77871405 0.6937608 ],[ 2.1331416  -0.16408344 -0.1142328 ],[ 2.0434585  -0.1282915  -0.57150616],[ 2.0434585  -0.1282915  -1.01387793],[ 2.14790747  0.08216183 -0.12494977],[ 2.11411841  0.0436642  -0.58949182],[ 2.11411841  0.0436642  -1.03186365]
307,20,2757,"1,64986460749751E+018",spoon,[ 0. -0.  0.],[ 1.94245288 -0.03880813  0.6664906 ],[ 1.98263379 -0.05136101  0.53477728],[ 2.07100342 -0.03694836  0.18690002],[ 2.07737183 -0.03277601 -0.0425159 ],[ 2.00595422 -0.04755756  0.44297375],[ 2.00829175 -0.26225842  0.44584464],[ 2.06558447 -0.56532684  0.45665475],[ 2.00524792 -0.57260284  0.75750732],[ 1.99318066 -0.57405804  0.81767786],[ 2.00595422 -0.04755756  0.44297375],[2.02929431 0.15587968 0.44578772],[2.11532471 0.44672107 0.38869235],[2.10938696 0.46318872 0.69512225],[2.10819946 0.46648224 0.7564082 ],[ 2.11983862 -0.15235898 -0.10563086],[ 2.02651477 -0.12111116 -0.56611591],[ 2.02651477 -0.12111116 -1.00848767],[ 2.1282146   0.07550457 -0.11792085],[ 2.08663745  0.0425754  -0.5858089 ],[ 2.08663745  0.0425754  -1.02818066]
425,20,2925,"1,64986460799129E+018",ladle,[ 0. -0.  0.],[ 1.94167871 -0.04642609  0.65350159],[ 1.97031189 -0.05077477  0.51829175],[ 2.04291467 -0.04190403  0.15910153],[ 2.05141382 -0.03546878 -0.06978772],[ 1.98908752 -0.04848074  0.4254025 ],[ 2.00838086 -0.24641074  0.42381854],[ 2.03369263 -0.36949387  0.1352821 ],[ 1.81396985 -0.20113177  0.0583445 ],[ 1.77002527 -0.16745935  0.04295698],[ 1.98908752 -0.04848074  0.4254025 ],[2.01536963 0.1438793  0.42487085],[2.05255542 0.24337698 0.12862624],[ 1.80419067  0.24427464 -0.01579484],[ 1.7545177   0.24445418 -0.04467905],[ 2.09677759 -0.15582831 -0.13334804],[ 1.99684631 -0.15689888 -0.59440417],[ 1.99684631 -0.15689888 -1.036776  ],[ 2.10783618  0.077543   -0.13692584],[ 2.08828711  0.05752654 -0.60785834],[ 2.08828711  0.05752654 -1.0502301 ]
619,20,3156,"1,64986460898053E+018",shallow_plate,[ 0. -0.  0.],[ 1.96906787 -0.04286366  0.64170422],[ 1.98588904 -0.05101485  0.51550586],[ 2.04591492 -0.03445087  0.16653516],[ 2.05129541 -0.04179549 -0.06282253],[ 2.00194116 -0.04658532  0.42218433],[ 2.01297412 -0.2529545   0.42147775],[ 2.00367749 -0.36009158  0.12571053],[ 1.72234546 -0.3316636   0.07307212],[ 1.6660791  -0.325978    0.06254444],[ 2.00194116 -0.04658532  0.42218433],[2.02084729 0.14823245 0.41838251],[2.03650049 0.24526567 0.11941331],[1.76338843 0.2639985  0.03117801],[1.70876599 0.26774506 0.01353095],[ 2.09389038 -0.15879234 -0.11531061],[ 2.00329224 -0.13583504 -0.57863385],[ 2.00329224 -0.13583504 -1.02100562],[ 2.10113086  0.0711351  -0.11873219],[ 2.10096704  0.07282984 -0.59138489],[ 2.10096704  0.07282984 -1.03375671]
624,20,3393,"1,64986460991583E+018",initial,[ 0. -0.  0.],[ 1.94838635 -0.04433241  0.63868787],[ 1.96968018 -0.05103275  0.51167798],[ 2.06183813 -0.02956071  0.15690964],[ 2.07591211 -0.01968881 -0.05735638],[ 1.99347339 -0.04548914  0.42008456],[ 1.99353247 -0.23757039  0.41028418],[ 2.08116724 -0.30220425  0.11711414],[ 2.06447363 -0.37388052 -0.17376707],[ 2.06113501 -0.38821579 -0.23194333],[ 1.99347339 -0.04548914  0.42008456],[2.00906201 0.13786096 0.41994919],[2.07141577 0.20799535 0.12162188],[ 2.01549707  0.27352487 -0.16579251],[ 2.00431335  0.28663077 -0.22327539],[ 2.12923218 -0.13864844 -0.1601107 ],[ 2.12299756 -0.11637562 -0.64385443],[ 2.12299756 -0.11637562 -1.0862262 ],[ 2.13547729  0.09324591 -0.16784955],[ 2.14857495  0.06018142 -0.65083832],[ 2.14857495  0.06018142 -1.09321008]
647,20,3416,"1,64986460997889E+018",dinner_plate,[ 0. -0.  0.],[ 2.01738074 -0.04406807  0.66446228],[ 2.00367114 -0.05103543  0.5316355 ],[ 2.05275269 -0.04350403  0.18066467],[ 2.05618799 -0.0390198  -0.04868692],[ 2.01679712 -0.04902129  0.43777469],[ 2.00388977 -0.24242284  0.42782343],[ 1.71229907 -0.28573749  0.31847403],[ 1.42159863 -0.27025043  0.31707269],[ 1.3634585  -0.26715302  0.31679242],[ 2.01679712 -0.04902129  0.43777469],[2.0255542  0.13870332 0.42710571],[1.74547266 0.22013698 0.30971094],[1.45519592 0.21704156 0.33158313],[1.39714063 0.21642249 0.33595758],[ 2.0986123  -0.15837151 -0.11432832],[ 2.04958936 -0.11870973 -0.58062329],[ 2.04958936 -0.11870973 -1.02299512],[ 2.10212402  0.07866052 -0.11533949],[ 2.08702051  0.04196574 -0.58420258],[ 2.08702051  0.04196574 -1.02657434]
