,participant_id,frame_id,timestamp,action,JOINT_NONE,JOINT_HEAD,JOINT_NECK,JOINT_TORSO,JOINT_WAIST,JOINT_LEFT_COLLAR,JOINT_LEFT_SHOULDER,JOINT_LEFT_ELBOW,JOINT_LEFT_WRIST,JOINT_LEFT_HAND,JOINT_RIGHT_COLLAR,JOINT_RIGHT_SHOULDER,JOINT_RIGHT_ELBOW,JOINT_RIGHT_WRIST,JOINT_RIGHT_HAND,JOINT_LEFT_HIP,JOINT_LEFT_KNEE,JOINT_LEFT_ANKLE,JOINT_RIGHT_HIP,JOINT_RIGHT_KNEE,JOINT_RIGHT_ANKLE
868,8,3233,"1,64986439675466E+018",fork,[ 0. -0.  0.],[1.68661304 0.13019023 0.65858618],[1.70272876 0.14108261 0.52789063],[1.78611633 0.1439068  0.18354825],[ 1.82202747  0.14583424 -0.02403668],[1.72404834 0.14180467 0.43985303],[ 1.73777942 -0.03601846  0.44695218],[ 1.58996973 -0.2695885   0.32906726],[ 1.55073584 -0.11600301  0.55441077],[ 1.54288904 -0.08528592  0.59947949],[1.72404834 0.14180467 0.43985303],[1.71757959 0.31853442 0.44166608],[1.54631641 0.52422534 0.30506537],[1.51559094 0.3933779  0.54556976],[1.5094458  0.3672084  0.59367065],[ 1.88787354  0.02818576 -0.10681095],[ 1.88887097  0.02225295 -0.56985248],[ 1.88887097  0.02225295 -0.99257599],[ 1.8952384   0.25169339 -0.11915617],[ 1.96639441  0.23483183 -0.57642651],[ 1.96639441  0.23483183 -0.99915002]
896,8,3261,"1,6498643967595E+018",shallow_plate,[ 0. -0.  0.],[1.71772156 0.14106635 0.65605634],[1.71777588 0.14478027 0.5239621 ],[1.79964441 0.14370856 0.17196973],[ 1.83757373  0.14588669 -0.04368385],[1.73829858 0.14451161 0.43572479],[ 1.74278503 -0.03081531  0.44285779],[ 1.67108472 -0.11443626  0.17124635],[ 1.41405017 -0.12545718  0.05893648],[ 1.36264331 -0.12766137  0.03647451],[1.73829858 0.14451161 0.43572479],[1.7174812  0.32122208 0.44086346],[1.64264136 0.3591889  0.16003668],[1.39821936 0.35173721 0.02218122],[ 1.34933496  0.35024689 -0.00538987],[ 1.89146838  0.02278963 -0.1158316 ],[ 1.87122522  0.01547706 -0.57076245],[ 1.87122522  0.01547706 -0.99352216],[ 1.90784326  0.24938837 -0.13483142],[ 1.94409607  0.24296788 -0.58878064],[ 1.94409607  0.24296788 -1.01154034]
926,8,3491,"1,6498643967996E+018",salt_shaker_right,[ 0. -0.  0.],[1.683672   0.1327256  0.65946014],[1.69491541 0.14006403 0.52790356],[1.79331995 0.13753052 0.19695255],[ 1.83148938e+00  1.39785812e-01 -3.91830444e-04],[1.72075256 0.13939882 0.44100888],[ 1.7261676  -0.03737863  0.44377505],[ 1.91025122 -0.09623423  0.21080334],[ 1.95411523 -0.2025687  -0.04056978],[ 1.96288806 -0.22383559 -0.09084441],[1.72075256 0.13939882 0.44100888],[1.71031128 0.31804291 0.44057269],[1.77024255 0.40746039 0.15766037],[ 1.55435571  0.37411615 -0.01175196],[ 1.51117834  0.3674473  -0.04563443],[ 1.89409021  0.02354284 -0.10744082],[ 1.89029065  0.02117234 -0.56330908],[ 1.89029065  0.02117234 -0.98636774],[ 1.90409827  0.24042404 -0.1236904 ],[ 1.84598779  0.1276725  -0.56157867],[ 1.84598779  0.1276725  -0.98463733]
942,8,3507,"1,64986439680235E+018",salt_shaker_left,[ 0. -0.  0.],[1.6714657  0.12965874 0.65944019],[1.68030005 0.14010532 0.52790356],[1.81102991 0.15085255 0.2041239 ],[1.84758655 0.15740675 0.00298784],[1.71422717 0.14289445 0.44387598],[ 1.71851343 -0.03602824  0.44444623],[ 1.77160974 -0.13486438  0.14997395],[ 1.52039136 -0.09016526  0.04103025],[ 1.47014771 -0.08122543  0.01924151],[1.71422717 0.14289445 0.44387598],[1.71079907 0.32171301 0.45349335],[1.90606628 0.42619516 0.22931491],[ 1.87988599  0.50797351 -0.03451145],[ 1.8746499   0.52432916 -0.08727672],[ 1.89773792  0.03557674 -0.10634346],[ 1.8874137   0.01210501 -0.5662052 ],[ 1.8874137   0.01210501 -0.989284  ],[ 1.92589844  0.26543973 -0.11283984],[ 1.85583875  0.14899765 -0.55291174],[ 1.85583875  0.14899765 -0.97599054]
1118,8,3799,"1,6498643968545E+018",sugar_bowl,[ 0. -0.  0.],[1.69700647 0.14073785 0.65316309],[1.68881787 0.14250546 0.52117389],[1.79028381 0.14815982 0.17353503],[ 1.8346145   0.15098235 -0.03057591],[1.71421802 0.14392093 0.43414883],[ 1.72457593 -0.03937846  0.4409151 ],[ 1.65091626 -0.12371227  0.16151147],[1.41281079 0.01692854 0.16952286],[1.3651897  0.0450567  0.17112514],[1.71421802 0.14392093 0.43414883],[1.70671826 0.32677484 0.44038867],[1.63121851 0.38262155 0.15440749],[1.39359399 0.24114714 0.14680174],[1.34606909 0.21285226 0.14528059],[ 1.88505103  0.02638672 -0.12224413],[ 1.90087329  0.02643337 -0.575758  ],[ 1.90087329  0.02643337 -0.9988642 ],[ 1.9010387   0.26251968 -0.13427579],[ 1.9408053   0.24344998 -0.58591736],[ 1.9408053   0.24344998 -1.00902356]
1234,8,4075,"1,6498643970121E+018",mixer,[ 0. -0.  0.],[1.69808789 0.12867278 0.65790625],[1.69015137 0.13928178 0.52644922],[1.78021606 0.15079858 0.18392816],[ 1.81865247  0.15131931 -0.0153197 ],[1.7131731  0.14222563 0.43889639],[ 1.72975    -0.03919516  0.44401688],[ 1.67116699 -0.30768826  0.32268982],[ 1.53777295 -0.22916544  0.54877716],[ 1.51109412 -0.21346088  0.59399463],[1.7131731  0.14222563 0.43889639],[1.71002234 0.32217023 0.44661111],[1.62687842 0.59244049 0.3452117 ],[1.52936182 0.48011722 0.57531866],[1.50985852 0.45765256 0.62134009],[ 1.89177332  0.03449525 -0.11875578],[ 1.88001587  0.02687123 -0.5758996 ],[ 1.88001587  0.02687123 -0.99858423],[ 1.90024194  0.25641559 -0.12867844],[ 1.95343127  0.25799188 -0.58293079],[ 1.95343127  0.25799188 -1.00561536]
1355,8,4368,"1,64986439720238E+018",pressure_cooker,[ 0. -0.  0.],[ 1.79376965 -0.05187035  0.42540738],[ 1.79879736 -0.05322136  0.2862067 ],[ 1.82548303 -0.04452985 -0.079216  ],[ 1.82741248 -0.04320114 -0.29815439],[ 1.8053822  -0.05107668  0.19603632],[ 1.80416736 -0.22589771  0.19506351],[ 1.61128491 -0.33529602 -0.00744529],[ 1.34981396 -0.27949844  0.05313852],[ 1.29751978 -0.26833893  0.06525529],[ 1.8053822  -0.05107668  0.19603632],[1.81150305 0.12012617 0.19708745],[ 1.62292163  0.19615417 -0.02390626],[1.35421167 0.186375   0.02948067],[1.30046973 0.18441916 0.04015806],[ 1.8494165  -0.1605899  -0.35645871],[ 1.76420642 -0.1107056  -0.7941134 ],[ 1.76420642 -0.1107056  -1.2161405 ],[ 1.87270789  0.06713    -0.35641519],[ 1.87270789  0.06713    -0.80506958],[ 1.87270789  0.06713    -1.22709668]
78,3,1300,"1,64986432587914E+018",teacup,[ 0. -0.  0.],[ 1.49460083 -0.01085632  0.46989157],[ 1.52571191 -0.01883921  0.35821411],[1.59670654e+00 3.16888809e-04 2.53494568e-02],[ 1.6008302  0.010979  -0.1721454],[ 1.54283057 -0.01422016  0.27795154],[ 1.54099707 -0.18883965  0.27997955],[ 1.56385205 -0.23784291  0.00880833],[ 1.42880322 -0.1630811  -0.19290407],[ 1.37464697 -0.13310069 -0.27379321],[ 1.54283057 -0.01422016  0.27795154],[1.55115967 0.14681728 0.27356912],[1.58523926 0.23968709 0.01536128],[ 1.5330957   0.26135049 -0.23228185],[ 1.52266699  0.26568317 -0.28181049],[ 1.63163977 -0.09601337 -0.24786771],[ 1.56290454 -0.09883871 -0.6498075 ],[ 1.56290454 -0.09883871 -1.03339026],[ 1.64151843  0.11225938 -0.25266922],[ 1.64151843  0.11225938 -0.66045361],[ 1.64151843  0.11225938 -1.04403638]
139,3,1366,"1,64986432589354E+018",teapot,[ 0. -0.  0.],[ 1.50537561 -0.07931782  0.46829373],[ 1.5474884  -0.06687184  0.35836096],[ 1.60819043 -0.02302295  0.03469299],[ 1.61435168 -0.01105388 -0.15823886],[ 1.56250659 -0.05602324  0.27828265],[ 1.57561365 -0.23295549  0.2617608 ],[ 1.57049719 -0.27570129 -0.0083165 ],[ 1.57049719 -0.27570129 -0.26453412],[ 1.57049719 -0.27570129 -0.36638556],[ 1.56250659 -0.05602324  0.27828265],[1.55974707 0.11774469 0.29942999],[1.51911108 0.38512878 0.25881494],[1.4138623  0.58747437 0.37554712],[1.3928125  0.62794348 0.39889355],[ 1.63467456 -0.11555207 -0.23765794],[ 1.57265601 -0.10356493 -0.64049933],[ 1.57265601 -0.10356493 -1.0240625 ],[ 1.64419043  0.09978375 -0.22521893],[ 1.64419043  0.09978375 -0.63298254],[ 1.64419043  0.09978375 -1.01654572]
156,3,1527,"1,64986432592866E+018",spoon,[ 0. -0.  0.],[ 1.55064502 -0.06165555  0.46269434],[ 1.56041064 -0.06631637  0.35431927],[ 1.61577734 -0.03705275  0.03037189],[ 1.61816833 -0.03193913 -0.16699847],[ 1.57420129 -0.05902741  0.27363077],[ 1.57462671 -0.24497189  0.26137195],[ 1.3711073  -0.40761923  0.17799982],[ 1.21407788 -0.24012817  0.28766806],[ 1.182672   -0.20662996  0.30960172],[ 1.57420129 -0.05902741  0.27363077],[1.57351221 0.11975636 0.27708981],[1.50198242 0.24374416 0.04398951],[1.26231323 0.23349431 0.12879701],[1.21437939 0.23144434 0.14575851],[ 1.64015137 -0.13708163 -0.2514657 ],[ 1.58284717 -0.10556512 -0.65389478],[ 1.58284717 -0.10556512 -1.03740613],[ 1.65083691  0.07448232 -0.24633936],[ 1.65083691  0.07448232 -0.65404785],[ 1.65083691  0.07448232 -1.0375592 ]
211,3,1880,"1,64986432600555E+018",ladle,[ 0. -0.  0.],[ 1.54456909 -0.05275861  0.46210904],[ 1.55582715 -0.0433117   0.35034015],[ 1.61900061 -0.01578048  0.01290753],[ 1.62549438 -0.0130874  -0.18880249],[ 1.57089758 -0.03674394  0.26984332],[ 1.58095728 -0.22074573  0.25890961],[ 1.48338037e+00 -2.45614853e-01  1.27204895e-03],[ 1.27925989 -0.17984555 -0.12526562],[ 1.23843579 -0.1666917  -0.15057315],[ 1.57089758 -0.03674394  0.26984332],[1.56979712 0.14190698 0.2730563 ],[1.55081799 0.26519522 0.02616235],[ 1.3793208   0.12837909 -0.09161965],[ 1.34502136  0.10101586 -0.11517606],[ 1.65016235 -0.12324074 -0.26122549],[ 1.58856055 -0.10846579 -0.66386163],[ 1.58856055 -0.10846579 -1.04726086],[ 1.66393213  0.0904523  -0.26554681],[ 1.66393213  0.0904523  -0.67313611],[ 1.66393213  0.0904523  -1.0565354 ]
345,3,2072,"1,6498643260473E+018",shallow_plate,[ 0. -0.  0.],[ 1.55237585 -0.05058398  0.46301419],[ 1.57136865 -0.04780556  0.35043475],[ 1.63890332 -0.02527106  0.02187955],[ 1.63981177 -0.01656787 -0.18025551],[ 1.58787195 -0.04229885  0.27014636],[ 1.59056091 -0.22734932  0.26118848],[ 1.50022217 -0.41067392  0.06673888],[ 1.27007739 -0.38437177  0.16382634],[ 1.22404846 -0.37911133  0.18324384],[ 1.58787195 -0.04229885  0.27014636],[1.57900342 0.13643842 0.26940961],[1.55416748 0.26348962 0.01876888],[1.30360681 0.24612296 0.01727424],[1.25349463 0.24264963 0.01697532],[ 1.65888428 -0.12881256 -0.25936246],[ 1.59473413 -0.10916832 -0.6613587 ],[ 1.59473413 -0.10916832 -1.04472681],[ 1.66965503  0.09252466 -0.26189072],[ 1.66965503  0.09252466 -0.66944696],[ 1.66965503  0.09252466 -1.05281519]
390,3,2426,"1,64986432612509E+018",dinner_plate,[ 0. -0.  0.],[ 1.56506946 -0.04258006  0.46323459],[ 1.57188281 -0.0444203   0.35222516],[ 1.62995703 -0.02773362  0.01645718],[ 1.62836523 -0.0198301  -0.18292563],[ 1.58586707 -0.04040214  0.27137219],[ 1.58837891 -0.22634238  0.25310629],[ 1.41552502 -0.37443033  0.0821485 ],[ 1.23289551 -0.26354303  0.21737045],[ 1.19636963 -0.24136557  0.24441484],[ 1.58586707 -0.04040214  0.27137219],[1.58086523 0.14513547 0.26748883],[1.54261438 0.26676834 0.01297476],[1.29130078 0.29312894 0.02198026],[1.24103809 0.29840106 0.02378136],[ 1.65086267 -0.12687359 -0.26087259],[ 1.57462708 -0.09947438 -0.66029657],[ 1.57462708 -0.09947438 -1.04366479],[ 1.65147449  0.0896472  -0.25793259],[ 1.65147449  0.0896472  -0.66548883],[ 1.65147449  0.0896472  -1.04885693]
424,3,2667,"1,64986432617704E+018",knife,[ 0. -0.  0.],[ 1.55487476 -0.04285455  0.46209662],[ 1.5566582  -0.04202544  0.35231229],[1.60463342e+00 9.15260315e-05 3.38963013e-02],[ 1.60135779  0.00295034 -0.16249474],[ 1.56879431 -0.03137123  0.27176349],[ 1.56172534 -0.20814499  0.25345892],[ 1.55912    -0.26160345 -0.01397835],[ 1.49330432 -0.26039282 -0.25412576],[ 1.46639722 -0.25989789 -0.35230386],[ 1.56879431 -0.03137123  0.27176349],[1.56748291 0.13710339 0.28027722],[1.39091882 0.254067   0.10842857],[1.34345044 0.11310326 0.30812823],[1.33395679 0.08491051 0.34806818],[ 1.62444971 -0.10490388 -0.23483789],[ 1.55641003 -0.10202912 -0.63666437],[ 1.55641003 -0.10202912 -1.02003253],[ 1.63307202  0.10779252 -0.23645193],[ 1.56883838  0.04423594 -0.63386456],[ 1.56883838  0.04423594 -1.01723273]
503,3,2903,"1,64986432622793E+018",fork,[ 0. -0.  0.],[ 1.54807788 -0.04606798  0.46616861],[ 1.56650037 -0.05174819  0.35761008],[ 1.62545435 -0.03664921  0.02602911],[ 1.63034155 -0.02666938 -0.17263774],[ 1.5808667  -0.04806876  0.27680798],[ 1.58695105 -0.22624675  0.27178989],[ 1.35529517 -0.36890588  0.23538765],[ 1.26828906 -0.17789261  0.37569046],[ 1.25088782 -0.13968996  0.40375104],[ 1.5808667  -0.04806876  0.27680798],[1.59481604 0.12403558 0.27679315],[1.47278796 0.24776579 0.06432872],[1.32264954 0.17431186 0.25354811],[1.29262183 0.15962108 0.291392  ],[ 1.64822681 -0.12972577 -0.25633618],[ 1.57174377 -0.10568156 -0.65592889],[ 1.57174377 -0.10568156 -1.03929712],[ 1.65600781  0.08077165 -0.24891496],[ 1.61264111  0.08408954 -0.65414374],[ 1.61264111  0.08408954 -1.03751196]
552,3,3109,"1,64986432627307E+018",salt_shaker_right,[ 0. -0.  0.],[ 1.50238525 -0.04729848  0.46324652],[ 1.53004761 -0.03973038  0.352617  ],[ 1.60089832 -0.02718562  0.01576248],[ 1.60376257 -0.02256502 -0.18412877],[ 1.54695337 -0.03673706  0.27223962],[ 1.55097681 -0.21891876  0.27066083],[ 1.65454041 -0.28374365  0.01686739],[ 1.69124695 -0.3649826  -0.21956883],[ 1.70604199 -0.39772711 -0.31486777],[ 1.54695337 -0.03673706  0.27223962],[1.5521084  0.14073105 0.27381152],[1.51747327 0.23433797 0.01041645],[ 1.26872144  0.1971926  -0.013913  ],[ 1.21897107  0.18976352 -0.01877889],[ 1.62054822 -0.12641994 -0.25340704],[ 1.54727759 -0.09734468 -0.65330566],[ 1.54727759 -0.09734468 -1.03685522],[ 1.63695007  0.08217934 -0.2455282 ],[ 1.57758069  0.04956028 -0.64745367],[ 1.57758069  0.04956028 -1.0310033 ]
565,3,3122,"1,64986432627594E+018",salt_shaker_left,[ 0. -0.  0.],[ 1.51096301 -0.05387271  0.4684346 ],[ 1.53022559 -0.05511665  0.35685553],[ 1.60116382 -0.02739237  0.03344617],[ 1.60647791 -0.02158383 -0.1690226 ],[ 1.5477749  -0.04825798  0.27684772],[ 1.55353906 -0.22733276  0.2694277 ],[ 1.43653174 -0.31500659  0.01855338],[ 1.20213818 -0.25072339 -0.09137198],[ 1.11263831 -0.22617776 -0.13334541],[ 1.5477749  -0.04825798  0.27684772],[1.5556792  0.12462946 0.28693427],[1.68040747 0.23493494 0.04904586],[ 1.67978589  0.30861792 -0.20732608],[ 1.67966162  0.32335452 -0.25860046],[ 1.63301599 -0.12405987 -0.24473285],[ 1.56717188 -0.12138235 -0.64714911],[ 1.56717188 -0.12138235 -1.03072644],[ 1.6479397   0.07889287 -0.24080887],[ 1.59826672  0.0636905  -0.64526282],[ 1.59826672  0.0636905  -1.02884009]
686,3,3397,"1,64986432633577E+018",sugar_bowl,[ 0. -0.  0.],[ 1.55427856 -0.05161443  0.46252985],[ 1.5659939  -0.04705121  0.35027887],[ 1.61755518 -0.025288    0.01461694],[ 1.6053302  -0.01790012 -0.18017854],[ 1.5784718  -0.04178447  0.269048  ],[ 1.57605542 -0.22880376  0.26015094],[ 1.43641846 -0.32587454  0.04104581],[ 1.18985889 -0.28509875  0.04461034],[ 1.140547   -0.2769436   0.04532325],[ 1.5784718  -0.04178447  0.269048  ],[1.58083264 0.13721866 0.26612009],[1.5470647  0.24695438 0.0136403 ],[ 1.29758667  0.24882956 -0.00133227],[ 1.24769104  0.24920459 -0.00432678],[ 1.62781982 -0.12512352 -0.24740453],[ 1.55942187 -0.10631719 -0.64975018],[ 1.55942187 -0.10631719 -1.0340542 ],[ 1.63944006  0.08298155 -0.25402414],[ 1.58659558  0.05225563 -0.65797626],[ 1.58659558  0.05225563 -1.04228027]
768,3,3648,"1,64986432639006E+018",mixer,[ 0. -0.  0.],[ 1.54679053 -0.02594984  0.47740308],[ 1.55754395 -0.0311546   0.35802576],[ 1.6189447  -0.01775465  0.0188222 ],[ 1.61532654 -0.01494691 -0.17765369],[ 1.57220618 -0.02795475  0.27702545],[ 1.58172607 -0.21729669  0.27555951],[ 1.40175244 -0.42357812  0.27280078],[ 1.20662329 -0.41399673  0.43136517],[ 1.12745862 -0.41010953  0.4956954 ],[ 1.57220618 -0.02795475  0.27702545],[1.58335229 0.15202625 0.26963428],[1.50548938 0.38286041 0.14472191],[1.37169531 0.3305806  0.35130325],[1.34493652 0.32012463 0.39261951],[ 1.63798596 -0.1221832  -0.25398129],[ 1.56902344 -0.10007801 -0.65619678],[ 1.56902344 -0.10007801 -1.04062451],[ 1.64421387  0.0909897  -0.25439864],[ 1.64421387  0.0909897  -0.6630816 ],[ 1.64421387  0.0909897  -1.0475094 ]
14,15,1018,"1,64986446743165E+018",teacup,[ 0. -0.  0.],[ 1.76020654 -0.17277219  0.3847323 ],[ 1.7992749  -0.1838588   0.26469177],[ 1.88888293 -0.19296532 -0.0782858 ],[ 1.8823335  -0.20761115 -0.28675833],[ 1.82151648 -0.18611913  0.1795614 ],[ 1.81441272 -0.36721167  0.16944214],[ 1.85224585 -0.43571933 -0.13121227],[ 1.79777954 -0.47065759 -0.39451471],[ 1.78688623 -0.47764523 -0.4471752 ],[ 1.82151648 -0.18611913  0.1795614 ],[ 1.83827771 -0.00490115  0.16787825],[ 1.89959692  0.12434902 -0.10789716],[ 1.79006763  0.0613672  -0.34779727],[ 1.76816174  0.04877084 -0.39577728],[ 1.91411035 -0.32663962 -0.3347186 ],[ 1.80099634 -0.30475333 -0.75589868],[ 1.80099634 -0.30475333 -1.16663733],[ 1.91839539 -0.09369148 -0.34377451],[ 1.84516028 -0.15869083 -0.76930731],[ 1.84516028 -0.15869083 -1.1800459 ]
275,15,1324,"1,64986446826837E+018",teapot,[ 0. -0.  0.],[ 1.78629224 -0.15264206  0.38791693],[ 1.81186572 -0.15878748  0.26775098],[ 1.88861682 -0.18075723 -0.06687994],[ 1.87518311 -0.18333891 -0.2795686 ],[ 1.8315022  -0.16440836  0.18213678],[ 1.84016187 -0.35515454  0.18225659],[ 1.83340027 -0.6449635   0.08609818],[ 1.75028589 -0.76015247  0.3118942 ],[ 1.73366296 -0.78319025  0.35705341],[ 1.8315022  -0.16440836  0.18213678],[1.85660828 0.02820403 0.16925079],[ 1.91940015  0.15080453 -0.10334355],[ 1.78857739  0.09173364 -0.32819113],[ 1.76241284  0.07991946 -0.37316064],[ 1.87503442 -0.29662149 -0.3179606 ],[ 1.76917688 -0.26176428 -0.74015204],[ 1.76917688 -0.26176428 -1.15089062],[ 1.90855469 -0.07878922 -0.32639963],[ 1.82325684 -0.13488783 -0.75095074],[ 1.82325684 -0.13488783 -1.16168933]
315,15,1506,"1,64986446869508E+018",initial,[ 0. -0.  0.],[ 1.7824646  -0.15575192  0.38362582],[ 1.81184839 -0.16372061  0.2668819 ],[ 1.90071423 -0.17629147 -0.08203207],[ 1.90007251 -0.18262123 -0.2795795 ],[ 1.83355896 -0.16679176  0.18163989],[ 1.82379944 -0.35011261  0.16469635],[ 1.85706812 -0.4161026  -0.12953925],[ 1.77852942 -0.45424469 -0.38470068],[ 1.76282166 -0.46187311 -0.43573297],[ 1.83355896 -0.16679176  0.18163989],[1.85125806 0.01380124 0.15615903],[ 1.89763354  0.08060024 -0.13611363],[ 1.82083435  0.07469405 -0.39456583],[ 1.80547449  0.07351281 -0.44625626],[ 1.92954529 -0.30604135 -0.35184174],[ 1.78702881 -0.3008967  -0.76455115],[ 1.78702881 -0.3008967  -1.17528979],[ 1.93961609 -0.06845524 -0.36235132],[ 1.82891052 -0.14221729 -0.77824774],[ 1.82891052 -0.14221729 -1.18898633]
337,15,1528,"1,6498644687365E+018",spoon,[ 0. -0.  0.],[ 1.78349548 -0.15575783  0.38364722],[ 1.8119801  -0.16373868  0.26684729],[ 1.86857361 -0.17245781 -0.06792181],[ 1.85941321 -0.18030211 -0.28067737],[ 1.82664661 -0.16599828  0.18009036],[ 1.83781445 -0.35424313  0.18439932],[ 1.80488367 -0.60278174  0.03456994],[ 1.75231763 -0.49502243  0.27535693],[ 1.74180444 -0.47347058  0.32351434],[ 1.82664661 -0.16599828  0.18009036],[1.86571436 0.01488345 0.17217003],[ 1.83797412  0.24634459 -0.00378712],[1.80073291 0.18963962 0.25650354],[1.79328467 0.17829863 0.30856168],[ 1.86589441 -0.29189578 -0.31393909],[ 1.75438562 -0.28933127 -0.73610681],[ 1.75438562 -0.28933127 -1.14684546],[ 1.89222766 -0.07635005 -0.32237064],[ 1.8095752  -0.14039659 -0.74631995],[ 1.8095752  -0.14039659 -1.15705859]
582,15,1829,"1,64986446953935E+018",ladle,[ 0. -0.  0.],[ 1.78497693 -0.14577544  0.38365594],[ 1.81000525 -0.15517772  0.26267041],[ 1.8594906  -0.15839647 -0.07106754],[ 1.84485193 -0.16879384 -0.283427  ],[ 1.82291431 -0.15601738  0.17560934],[ 1.82141858 -0.34090588  0.16596655],[ 1.84820569 -0.41765659 -0.09326744],[ 1.66585217 -0.30649304 -0.26670709],[ 1.62938147 -0.28426035 -0.30139502],[ 1.82291431 -0.15601738  0.17560934],[1.85439026 0.02238509 0.16030699],[ 1.89169727  0.10116668 -0.09701016],[ 1.71062671  0.05605083 -0.29917218],[ 1.6744126   0.04702766 -0.33960458],[ 1.85574988 -0.2773725  -0.32295618],[ 1.78233997 -0.27054987 -0.7533407 ],[ 1.78233997 -0.27054987 -1.16407935],[ 1.87732434 -0.0695643  -0.3342027 ],[ 1.84349609 -0.12138481 -0.76644879],[ 1.84349609 -0.12138481 -1.17718738]
802,15,2077,"1,6498644701356E+018",shallow_plate,[ 0. -0.  0.],[ 1.78527893 -0.14921645  0.38271674],[ 1.80929346 -0.15546259  0.26213953],[ 1.87141064 -0.17060201 -0.07982333],[ 1.86264856 -0.17807939 -0.29260275],[ 1.82500928 -0.15929291  0.1756218 ],[ 1.81468213 -0.34194305  0.17380475],[ 1.85339832 -0.50668668 -0.06432826],[ 1.6812478  -0.40527576  0.09568758],[ 1.64681775 -0.38499356  0.12769075],[ 1.82500928 -0.15929291  0.1756218 ],[1.85906531 0.02254575 0.17025464],[ 1.87094849  0.16505264 -0.08449486],[1.71312341 0.09160548 0.10317989],[1.68155835 0.07691605 0.14071484],[ 1.87285937 -0.29337845 -0.32965604],[ 1.7572915  -0.25882343 -0.74931836],[ 1.7572915  -0.25882343 -1.16005701],[ 1.89781421 -0.07219489 -0.34031342],[ 1.82623438 -0.12755453 -0.76748792],[ 1.82623438 -0.12755453 -1.17822656]
852,15,2386,"1,64986447100146E+018",dinner_plate,[ 0. -0.  0.],[ 1.79199524 -0.14486156  0.38203729],[ 1.80554785 -0.15572195  0.26207034],[ 1.87012048 -0.16428967 -0.0784686 ],[ 1.86497595 -0.17300401 -0.29133594],[ 1.82194031 -0.15789696  0.17562074],[ 1.80070044 -0.33831854  0.1629987 ],[ 1.83443933 -0.44664127 -0.10628704],[ 1.68399658 -0.29632108  0.07717773],[ 1.65390808 -0.26625705  0.1138707 ],[ 1.82194031 -0.15789696  0.17562074],[1.84471472 0.02191061 0.16160724],[ 1.84082202  0.12232928 -0.11277924],[ 1.68497876 -0.02210458  0.07090594],[ 1.65381006 -0.05099135  0.10764298],[ 1.8725802  -0.28810379 -0.3333819 ],[ 1.76757056 -0.27064551 -0.75686102],[ 1.76757056 -0.27064551 -1.16759961],[ 1.89787061 -0.06694967 -0.34365964],[ 1.8464895  -0.1245024  -0.77344348],[ 1.8464895  -0.1245024  -1.18418213]
926,15,2569,"1,64986447147538E+018",knife,[ 0. -0.  0.],[ 1.80420508 -0.15116664  0.38546259],[ 1.82714197 -0.15713968  0.26474347],[ 1.89648291 -0.17666672 -0.08521393],[ 1.89316162 -0.19612912 -0.29617468],[ 1.84422363 -0.16195001  0.17853409],[ 1.83624304 -0.34171698  0.16845938],[ 1.87754541 -0.41089371 -0.11282678],[ 1.79619958 -0.43209637 -0.36596359],[ 1.77993042 -0.43633691 -0.41659094],[ 1.84422363 -0.16195001  0.17853409],[1.87294226 0.02216737 0.16896489],[ 1.85531445  0.14561726 -0.09572852],[1.68227966 0.06445632 0.09032743],[1.64767273 0.04822413 0.12753862],[ 1.9162417  -0.30987354 -0.34176614],[ 1.9162417  -0.30987354 -0.7784198 ],[ 1.9162417  -0.30987354 -1.18915845],[ 1.92502856 -0.08838322 -0.35152258],[ 1.85704663 -0.13734467 -0.7800639 ],[ 1.85704663 -0.13734467 -1.19080249]
